ano,cnae_classe,atividade,segmento_ancine,valor_adicionado_brl_milhoes_correntes,valor_adicionado_brl_correntes,unidade_original,incluido_no_total_publicado,metodo_valor,marcador_nota_ancine,nota_ancine,fonte_tabela,status_serie,nota_metodologica,fonte_arquivo,fonte_url,fonte_pagina,hash_fonte
2010,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,2630.2,2630200000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2011,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,3361.4,3361400000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2012,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,3675.0,3675000000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2013,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,4437.6,4437600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2014,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,5508.7,5508700000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2015,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,5599.5,5599500000,R$ 1.000.000 correntes,True,estimativa_ancine_regressao_ols,**,"Valor estimado pela ANCINE por regressao linear via minimos quadrados ordinarios, usando assinantes de TV paga da ANATEL e VA das operadoras de TV por assinatura.",Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2016,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,5121.2,5121200000,R$ 1.000.000 correntes,True,estimativa_ancine_regressao_ols,**,"Valor estimado pela ANCINE por regressao linear via minimos quadrados ordinarios, usando assinantes de TV paga da ANATEL e VA das operadoras de TV por assinatura.",Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2017,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,4592.2,4592200000,R$ 1.000.000 correntes,True,estimativa_ancine_regressao_ols,**,"Valor estimado pela ANCINE por regressao linear via minimos quadrados ordinarios, usando assinantes de TV paga da ANATEL e VA das operadoras de TV por assinatura.",Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2018,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,4573.4,4573400000,R$ 1.000.000 correntes,True,estimativa_ancine_regressao_ols,**,"Valor estimado pela ANCINE por regressao linear via minimos quadrados ordinarios, usando assinantes de TV paga da ANATEL e VA das operadoras de TV por assinatura.",Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2019,61.41-8,Operadoras de televisao por assinatura por cabo,Operacao de TV por assinatura por cabo,5162.6,5162600000,R$ 1.000.000 correntes,True,estimativa_ancine_regressao_ols,**,"Valor estimado pela ANCINE por regressao linear via minimos quadrados ordinarios, usando assinantes de TV paga da ANATEL e VA das operadoras de TV por assinatura.",Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2007,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,26.0,26000000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2008,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,23.9,23900000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2009,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,39.8,39800000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2010,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,56.1,56100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2011,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,31.4,31400000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2012,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,34.4,34400000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2013,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,1.2,1200000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2014,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,1.0,1000000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2015,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,1.3,1300000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2016,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,5.7,5700000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2017,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,0.0,0,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2018,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,0.0,0,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2019,61.42-6,Operadoras de televisao por assinatura por microondas,Operacao de TV por assinatura por microondas,0.0,0,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2007,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,551.8,551800000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2008,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,831.7,831700000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2009,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,986.4,986400000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2010,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,1279.3,1279300000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2011,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,1871.3,1871300000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2012,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,2809.2,2809200000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2013,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,3888.9,3888900000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2014,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,3842.6,3842600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2015,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,3670.1,3670100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2016,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,4031.6,4031600000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2017,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,4304.1,4304100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2018,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,4098.1,4098100000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2019,61.43-4,Operadoras de televisao por assinatura por satelite,Operacao de TV por assinatura por satelite,2834.4,2834400000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2007,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,9.9,9900000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
2008,77.22-5,"Aluguel de fitas de video, DVDs e similares",Aluguel de midias fisicas,28.7,28700000,R$ 1.000.000 correntes,True,tabulacao_especial_ibge_pas_pac,,,Anexo 1,oficial_ancine_reconstruida_pdf_2007_2019,"Valor adicionado bruto a precos basicos das empresas com 20 ou mais pessoas ocupadas, segundo atividades CNAE. Serie transcrita do Anexo 1 do estudo ANCINE ano-base 2019.",valor-adicionado-pelo-setor-audiovisual-2019.pdf,https://www.gov.br/ancine/pt-br/oca/resolveuid/bd4f7d2608e541608e151c168da6d823,https://www.gov.br/ancine/pt-br/oca/publicacoes-2/outras-publicacoes,466478ca195bae267f19041c5f2ef972c21796e549a462bb808c841452f8afb5
