PAIS_ORIGEM;TITULO_ORIGINAL;CPB
BRASIL;12 MINUTOS DE CREPÚSCULO PARA ORIENTAR A NAVEGAÇÃO;B2400040400000
BRASIL;12 MOEDAS;B2000180800000
BRASIL;12 MULHERES;B1500688100000
BRASIL;12 PRINCIPAIS MOTIVOS QUE LEVAM UM CASAMENTO AO FRACASSO;B0700672300000
BRASIL;120 DIAS DE MOTO PELO BRASIL;B2500508600000
BRASIL;120 MILHAS;B1500229700000
BRASIL;120 SEGUNDOS;B1800267400000
BRASIL;1234;B1700214400000
BRASIL;126;B2600059200000
BRASIL;12X12;B1700360200000
BRASIL;13 ANDARES;B1800340000000
BRASIL;13 CANÇÕES PARA ENTENDER O SAMBA;B1800416100000
BRASIL;13 CANÇÕES PARA FALAR DO SERTANEJO;B2300026200000
BRASIL;13 DE MAIO;B1201606600000
BRASIL;13 MINUTOS;B0901088500000
BRASIL;13 SENTIMENTOS;B2400158500000
BRASIL;13 UM DIA QUE MUDOU O MUNDO;B1500805600000
BRASIL;1317;B2100019000000
BRASIL;1325 QUILÔMETROS 227 DIAS;B2100193200000
BRASIL;137;B1800314700000
BRASIL;14 BIS;B0700666900000
BRASIL;14 BIS AO VIVO;B0700662400000
BRASIL;14 DE JANEIRO - TERRA, SAMBA E SANTO;B1500519900000
BRASIL;14 MAIS  VOL.1, AS;B0500232500000
BRASIL;14 MAIS VOL2, AS;B0500232600000
BRASIL;14.831 - 44130 MEMÓRIAS DE QUASE UM SÉCULO DE CRIME E LOUCURA NO HEITOR CARRILHO;B1800447300000
BRASIL;140 ANOS DE CARANGOLA;B2400087200000
BRASIL;1406;B2300378900000
BRASIL;144;B2300565700000
BRASIL;147;B1001164500000
BRASIL;1492;B2100077700000
BRASIL;15 ANOS APÓS O CENTENÁRIO/VAPOR DA PARAÍBA;B2100134800000
BRASIL;15 ANOS CANTO DA CIDADE;B0700787600000
BRASIL;15 DE MAIO;B2300063000000
BRASIL;15 MINUTOS;B0800887200000
BRASIL;15 MINUTOS DE FAMA;B1301802500000
BRASIL;15 MINUTOS DE FAMA... E SAMBA!;B2400038700000
BRASIL;15 SEGUNDOS;B1301848300000
BRASIL;150 ANOS DA IGREJA ADVENTISTA DO SÉTIMO DIA;B1500567200000
BRASIL;1500;B1101373500000
BRASIL;152 AB;B2500398800000
BRASIL;1538°C - THE IRON HUMAN;B2400262600000
BRASIL;15B - RODRIGO ALARCON (PART. MARIANA FROES);B2000162800000
BRASIL;16060 DEZESSEIS ZERO SESSENTA;B0900986300000
BRASIL;17 DE MARÇO;B2600080200000
BRASIL;171;B2200317100000
BRASIL;171 - NEGÓCIO DE FAMÍLIA;B1700079500000
BRASIL;1718;B1101514000000
BRASIL;1798 REVOLTA DOS BÚZIOS;B1800307800000
BRASIL;18 ANOS KUÑANGUE;B2500132900000
BRASIL;18 QUILATES;B1800444700000
BRASIL;180 GRAUS: O PONTO DA VIRADA;B1302017700000
BRASIL;180 SEGUNDOS;B1301735700000
BRASIL;180º;B1001247700000
BRASIL;180º;B1201623200000
BRASIL;1817: A REVOLUÇÃO ESQUECIDA;B1700573100000
BRASIL;1888 - 2008 A CHAMA DA LIBERDADE;B2300108800000
BRASIL;190;B2200025300000
BRASIL;190;B2400328200000
BRASIL;190 TV;B0800915900000
BRASIL;1915 - O ANO EM QUE A TERRA QUEIMOU;B1001322600000
BRASIL;1930 - TEMPO DE REVOLUÇÃO;B1001342600000
BRASIL;1932 - A GUERRA CIVIL;B0500440100000
BRASIL;1932: A MEDALHA ESQUECIDA;B1600703900000
BRASIL;1932: HISTÓRIAS DE UMA GUERRA;B1301957900000
BRASIL;1937;B1900535700000
BRASIL;1942 - O BRASIL E SUA GUERRA QUASE DESCONHECIDA;B1600119500000
BRASIL;1942 - O BRASIL E SUA GUERRA QUASE DESCONHECIDA;B1600119600000
BRASIL;1958 O ANO EM QUE O MUNDO DESCOBRIU O BRASIL;B0800873400000
BRASIL;1958 O ANO EM QUE O MUNDO DESCOBRIU O BRASIL;B1402106500000
BRASIL;1961;B2500084500000
BRASIL;1962 O ANO DO SAQUE;B1402546100000
BRASIL;1964 O BRASIL ENTRE ARMAS E LIVROS;B2000366500000
BRASIL;1964: 40 ANOS DEPOIS;B2100215600000
BRASIL;1964: 50 ANOS DEPOIS;B1900402200000
BRASIL;1967 - O ANO DO DESASTRE;B1500135500000
BRASIL;1968 - O DESPERTAR;B1900050000000
BRASIL;1968 UM ANO NA VIDA;B2300271800000
BRASIL;1972;B0600599800000
BRASIL;1972;B1101513900000
BRASIL;1972;B1800464300000
BRASIL;1976 - O ANO DA INVASÃO CORINTHIANA;B1600603300000
BRASIL;1981 - O ANO RUBRO NEGRO;B1201605000000
BRASIL;1983.. O ANO AZUL;B0901024500000
BRASIL;1986;B0500280500000
BRASIL;1986;B2400171300000
BRASIL;1987 - PROMETA;B1800535200000
BRASIL;1992;B1600164100000
BRASIL;1997;B0500448600000
BRASIL;1999 - A CONQUISTA DA AMÉRICA;B2200063900000
BRASIL;19º ENCONTRO DOS TAMBORES;B1500368200000
BRASIL;1:21;B1101426900000
BRASIL;1A. MOSTRA VIOLAS BRASILEIRAS: O SOM DO BRASIL;B2500348600000
BRASIL;1G DE AMOR;B2200045800000
BRASIL;1ª CONCLAT - CONFERÊNCIA NACIONAL DA CLASSE TRABALHADORA;B1402447000000
BRASIL;1° DE ABRIL BRASIL;B0400072800000
BRASIL;1° FESTIVAL DE TEATRO DE RUA DE PORTO ALEGRE;B0901108400000
BRASIL;1º ASSALTO AO TREM PAGADOR;B1301949000000
BRASIL;1º CURSO PRÁTICO DE CINEMA;B0500294400000
BRASIL;1º DE JULHO;B1700071300000
BRASIL;1º RETIRO NACIONAL EVANGELIZAR É PRECISO - PADRE REGINALDO MANZOTTI;B1402068300000
BRASIL;2;B1900058700000
BRASIL;2 + 2 = 5;B2500197400000
BRASIL;2 DE FEVEREIRO;B2100056300000
BRASIL;2 DEDOS DE PROSA;B1301952000000
BRASIL;2 DIE 4;B2500371100000
BRASIL;2 E MEIO;B1101419400000
BRASIL;2 ELEFANTES;B2200314600000
BRASIL;2 ENFORCADOS;B1900072900000
BRASIL;2 FILHOS DE FRANCISCO: A HISTÓRIA DE ZEZÉ DI CAMARGO E LUCIANO;B0500302600000
BRASIL;2 GIRLS;B1700507500000
BRASIL;2 HOMENS;B0600596000000
BRASIL;2 PERDIDOS;B1201638100000
BRASIL;2 PERDIDOS;B2300378500000
BRASIL;20 A 20;B0600498100000
BRASIL;20 ANOS DE ESTRADA DO ROCK;B0500441400000
BRASIL;20 ANOS DE SUCESSO;B1201606000000
BRASIL;20 ANOS SEM RAUL;B0901029000000
BRASIL;20 ANOS, ORQUÍDEA;B1402243800000
BRASIL;20 CENTAVOS;B1402173500000
BRASIL;20 DE NOVEMBRO;B1402127900000
BRASIL;20 E POUCOS ANOS;B0600526200000
BRASIL;200 ANOS DE INDEPENDÊNCIA - AINDA TEM PENDÊNCIA?;B2200321100000
BRASIL;200 GRAUS;B1600679000000
BRASIL;200 MINUTOS (DE ALGO QUE NÃO SENTI);B1800153100000
BRASIL;2000 NORDESTES;B0400100600000
BRASIL;2004 (DOIS MIL E QUATRO);B1201614500000
BRASIL;2009;B1101513800000
BRASIL;200G;B0500435300000
BRASIL;2013 MENOS 1;B1301717400000
BRASIL;2016;B1700542700000
BRASIL;2017;B2300123700000
BRASIL;2020 VOLTS;B2000512900000
BRASIL;2021;B2200019800000
BRASIL;2021: O ANO QUE NÃO COMEÇOU;B2100064900000
BRASIL;2025;B2600075500000
BRASIL;203;B2000502400000
BRASIL;2035;B1700236600000
BRASIL;2051 CHUVA DOS FRACOS;B1600397400000
BRASIL;2084;B0600617400000
BRASIL;20VER;B1900499500000
BRASIL;21;B2300034100000
BRASIL;21 MÃO NA CABEÇA;B2000494000000
BRASIL;21 VOLTAS;B1900449700000
BRASIL;213;B1700401400000
BRASIL;2132 KM;B1402166400000
BRASIL;22 EM XXI;B2200087800000
BRASIL;22 SEGUNDOS;B1800186900000
BRASIL;220;B1700514100000
BRASIL;220 VOLTS;B1201644900000
BRASIL;220 VOLTS - 2012 - 1ª TEMPORADA;B1302010900000
BRASIL;220 VOLTS - 2012 - 2ª TEMPORADA;B1302015400000
BRASIL;220 VOLTS - 2013;B1301908300000
BRASIL;220 VOLTS - 5ª TEMPORADA;B1600530600000
BRASIL;220 VOLTS - ESPECIAL DIA DAS MÃES;B1700226200000
BRASIL;220 VOLTS - ESPECIAL FIM DE ANO;B2000527000000
BRASIL;22º EDIÇÃO CAMAROTE SOLIDÁRIO DA  AGÊNCIA AIDS;B2500413700000
BRASIL;23 ANOS EM 7 SEGUNDOS: 1977 - O FIM DO JEJUM CORINTHIANO;B0901028800000
BRASIL;23 DE AGOSTO;B1600382600000
BRASIL;23.11.1967: DOCUMENTOS DO CASO CLODIMAR PEDROSA LÔ;B1101390900000
BRASIL;23RD DAY;B2000362000000
BRASIL;24 HORAS;B0300043900000
BRASIL;24 HORAS;B1402523400000
BRASIL;24 HORAS COM CAROLINA;B1402142000000
BRASIL;24 HORAS DE LIBERDADE;B1900086400000
BRASIL;24 HORAS DE SONHO;B0400101900000
BRASIL;24 HORAS PARA REDECORAR – 2ª TEMPORADA;B2200401100000
BRASIL;24 HORAS PARA REDECORAR – 3ª TEMPORADA;B2300290700000
BRASIL;24HORAS PRA REDECORAR;B1900619700000
BRASIL;24HORAS PRA REDECORAR - 4ª TEMPORADA;B2100471800000
BRASIL;24O. PRÊMIO DE MÚSICA BRASILEIRA - HOMENAGEM A TOM JOBIM;B1402093500000
BRASIL;24° DOMINGO DO TEMPO COMUM;B1001210800000
BRASIL;25 ANOS DE HISTÓRIAS;B2200320000000
BRASIL;25 ANOS DE HISTÓRIAS;B2200320700000
BRASIL;25 ANOS DE SURFE NA POROROCA;B2200444300000
BRASIL;25 ANOS SEM ASFALTO;B2100424600000
BRASIL;25 DE MARÇO: A MEMÓRIA DO MUNDO ÁRABE;B1900179800000
BRASIL;25 MAIS DA PRÉ ESCOLA - VEM CANTAR COM PATATI PATATÁ;B1700105700000
BRASIL;26 DE DEZEMBRO;B1001178500000
BRASIL;26 DE DEZEMBRO;B2600095100000
BRASIL;26 POEMAS HOJE;B2000231500000
BRASIL;26º PRÊMIO DA MÚSICA BRASILEIRA - HOMENAGEM A MARIA BETHÂNIA;B1500712000000
BRASIL;27 CENAS SOBRE JORGEN LETH;B1101362500000
BRASIL;27 JANELA;B0901005200000
BRASIL;2700KM;B0600494600000
BRASIL;27º PRÊMIO DA MÚSICA BRASILEIRA - HOMENAGEM À GONZAGUINHA;B1600665600000
BRASIL;28 ANOS;B0700632900000
BRASIL;29 BEIJOS;B1201695300000
BRASIL;29º PRÊMIO DA MÚSICA BRASILEIRA - HOMENAGEM A LUIZ MELODIA;B1800515300000
BRASIL;2DE1 - CASAL 72;B1800029000000
BRASIL;2DE1 - EMERSÃO;B2100349300000
BRASIL;2DE80 ¿ PASSAGEM PRA DOIS;B0800894900000
BRASIL;2MENINAS;B2300267200000
BRASIL;2º MOVIMENTO DE ABERTURA DA SINFONIA PANAMÉRICA;B0901086700000
BRASIL;2º TEMP. - JACARELVIS E AMIGOS - SÉRIE MUSICAL;B2400020700000
BRASIL;3;B2400178400000
BRASIL;3 ANOS DE MASSACRE, 3 ANOS DE IMPUNIDADE;B0800874500000
BRASIL;3 ANTÔNIOS & 1 JOBIM - UM ENCONTRO INESQUECÍVEL;B1402184600000
BRASIL;3 ATOS DE MOISÉS;B2500324300000
BRASIL;3 CANÇÕES;B1500746000000
BRASIL;3 COLEGAS DE BATINA;B0500381100000
BRASIL;3 DANÇAS 3 ESTILOS;B1700470700000
BRASIL;3 EFES;B0700778300000
BRASIL;3 HERÓIS;B0800818600000
BRASIL;3 IRMÃOS DE SANGUE;B0600536500000
BRASIL;3 LINHAS;B0800885000000
BRASIL;3 OBÁS DE XANGÔ;B2500005500000
BRASIL;3 PALAVRINHAS - VAMOS CANTAR JUNTOS!;B2600137500000
BRASIL;3 PALAVRINHAS - VOLUME 1;B2400012300000
BRASIL;3 PALAVRINHAS - VOLUME 2;B2400012400000
BRASIL;3 PALAVRINHAS - VOLUME 3;B2400012500000
BRASIL;3 PALAVRINHAS - VOLUME 4;B2400012700000
BRASIL;3 PALAVRINHAS - VOLUME 5;B2400012800000
BRASIL;3 PALAVRINHAS - VOLUME 6;B2400012900000
BRASIL;3 PALAVRINHAS - VOLUME 7;B2400013100000
BRASIL;3 PALAVRINHAS - VOLUME 8;B2400013200000
BRASIL;3 PALAVRINHAS MINI - TEMPORADA 1;B2400014000000
BRASIL;3 PALAVRINHAS MINI - TEMPORADA 2;B2400014100000
BRASIL;3 PALAVRINHAS MINI - TEMPORADA 3;B2400014200000
BRASIL;3 PÉS ACIMA DA TERRA;B0900997600000
BRASIL;3 REFEIÇÕES;B1800497500000
BRASIL;3 TERESAS;B1402313400000
BRASIL;3 X 4;B1101450600000
BRASIL;3 X ALCIDA TORRES;B1001283000000
BRASIL;3 X ILU;B1001217800000
BRASIL;3%;B1001150700000
BRASIL;3% DELAS NO CINEMA;B2300023500000
BRASIL;3.33;B1001329700000
BRASIL;30 ANOS BLUES;B2000361100000
BRASIL;30 ANOS CRUCIFICADOS PELO SISTEMA - RATOS DE PORÃO;B1500659600000
BRASIL;30 ANOS E TRÊS MINUTOS;B1900266800000
BRASIL;30 ANOS PM FEMININA;B1500559200000
BRASIL;30 ANOS, 30 SUCESSOS;B2000212200000
BRASIL;30 COISAS PARA FAZER ANTES DOS 30;B1201680800000
BRASIL;30 DIAS;B2500094800000
BRASIL;30 DIAS (ACÚSTICO) - RAFA VALLE (FEAT BELL LINS);B2300265200000
BRASIL;30 DIAS - UM CARNAVAL ENTRE A ALEGRIA E A DESILUSÃO;B1900593400000
BRASIL;30 MINUTOS;B1600344000000
BRASIL;30 MOEDAS;B2400500200000
BRASIL;30 SEGUNDOS;B2100460300000
BRASIL;30.000 TORCEDORES X 1.000 POLICIAIS;B1101393200000
BRASIL;300 DIA$;B1001325100000
BRASIL;300 E TANTAS PALHETAS;B1700158600000
BRASIL;302 - 1ª TEMPORADA;B1402257900000
BRASIL;302 - 2ª TEMPORADA;B1500291600000
BRASIL;302 - 3ª TEMPORADA;B1600277300000
BRASIL;302 - 4A TEMPORADA;B1700183300000
BRASIL;302 -6ª TEMPORADA;B1900202600000
BRASIL;302 – 5ª TEMPORADA;B1800174300000
BRASIL;302 – 7ª TEMPORADA;B2000221000000
BRASIL;3030 - MEU DEUS;B1700602100000
BRASIL;31;B2400110800000
BRASIL;31 MINUTOS;B1201568300000
BRASIL;311;B1700436000000
BRASIL;31º PRÊMIO JOVEM CIENTISTA;B2600122500000
BRASIL;32 DENTES;B1402294600000
BRASIL;33;B0300045900000
BRASIL;3310;B1301887900000
BRASIL;33421;B2100343000000
BRASIL;335 - MEU SONHO EU NÃO CONTROLO (ACÚSTICO);B1900401500000
BRASIL;34;B1402098900000
BRASIL;35 ANOS - PARQUE NACIONAL DO SUPERAGUI;B2400502400000
BRASIL;35 ANOS - RÁDIO NOVO TEMPO;B2400312200000
BRASIL;35 ANOS EM BUSCA DE LUZ;B1500170100000
BRASIL;35, O ASSALTO AO PODER;B0500441100000
BRASIL;360;B1500840200000
BRASIL;360 - KAFÉ;B1800213000000
BRASIL;360 TEMPORADA II;B1700410000000
BRASIL;360° COM ALLAN MESQUITA;B1201606900000
BRASIL;364 DIAS;B2000327700000
BRASIL;365 AO VIVO;B2600105500000
BRASIL;365 FLORES PARA VOCÊ;B1001176000000
BRASIL;37 GRAUS;B2500371000000
BRASIL;37 PRIMAVERAS;B2300518000000
BRASIL;38º;B2300203100000
BRASIL;3:00 AM;B1301764700000
BRASIL;3AM;B1900241300000
BRASIL;3EM3;B1800564500000
BRASIL;3EM3 VÍDEOS DE VIAGEM E TURISMO;B1600512100000
BRASIL;3G;B1600596200000
BRASIL;3P;B1301836100000
BRASIL;3X CAMILO;B2600067900000
BRASIL;3X ROCK;B1402179900000
BRASIL;3X+ ESTILO SEGUNDA TEMPORADA;B2000050900000
BRASIL;3X+ESTILO;B1800457800000
BRASIL;3X4;B2000383300000
BRASIL;3ª BIENAL DA BAHIA;B2400111700000
BRASIL;3º TOMATE, O;B0400082300000
BRASIL;4 BILHÕES DE INFINITOS;B2000383400000
BRASIL;4 DESTINOS;B0900971600000
BRASIL;4 ELEMENTOS NO HORIZONTE;B1201590600000
BRASIL;4 PATAS;B1900149100000
BRASIL;4 POR 1;B1201568500000
BRASIL;4 POR 4;B2100548000000
BRASIL;4 QUARTOS;B2100046300000
BRASIL;4 SENTIDOS E UMA VISÃO;B0500369100000
BRASIL;4 VERBOS;B2300524900000
BRASIL;4 X TIMÃO - A CONQUISTA DO TETRA;B1101416000000
BRASIL;4'11'';B1500276900000
BRASIL;4.MIND;B2300226900000
BRASIL;40 ANOS DE PERDÃO;B1700179800000
BRASIL;40 DIAS NO DESERTO;B2400005900000
BRASIL;40 GRAUS;B1201575100000
BRASIL;40 HORAS, 50 ANOS DEPOIS;B1500642000000
BRASIL;40 MINUTOS PARA A GLORIA;B1301718000000
BRASIL;40 MINUTOS PARA GLÓRIA;B1101372700000
BRASIL;40 POSTS;B1500018600000
BRASIL;400 CONTRA 1;B1001259800000
BRASIL;4000KM RUMO AO SUL;B1900298600000
BRASIL;40ENA;B2000177800000
BRASIL;40º GRAUS;B2600030100000
BRASIL;424;B2200404200000
BRASIL;42O FESTIVAL DE MÚSICA NOVA;B1001341800000
BRASIL;43-44;B1101361300000
BRASIL;43º FESTIVAL DE MÚSICA NOVA;B1500191100000
BRASIL;440 HZ;B1101411100000
BRASIL;44º FESTIVAL DE MÚSICA NOVA;B1301832100000
BRASIL;45 ANOS TV GLOBO;B1001193300000
BRASIL;45 DIAS SEM VOCÊ;B1800586000000
BRASIL;45 DO SEGUNDO TEMPO;B2100362100000
BRASIL;45% CINEMA URBANO;B0500323800000
BRASIL;48 HORAS;B1700008800000
BRASIL;49 DIAS;B1101482000000
BRASIL;"49.82""";B1600596600000
BRASIL;4:48 AM;B1201559300000
BRASIL;4=1;B0800854800000
BRASIL;4AMIGOS - TE APRESENTO MINHA AMIGA;B2300318500000
BRASIL;4D;B1402113700000
BRASIL;4G;B2000263400000
BRASIL;4K;B2300340400000
BRASIL;4K CAST;B2200399200000
BRASIL;4PLAYERS;B2200063100000
BRASIL;4X NÓS DO MORRO;B0800823400000
BRASIL;4X4 TANGO;B0600497700000
BRASIL;4X4 TRAINING;B0400079200000
BRASIL;4X4 TRILHAS E RUMOS;B1402516000000
BRASIL;4XSK8;B1600738700000
BRASIL;4XSK8 2ª TEMPORADA;B1800299000000
BRASIL;4XSK8 3ª TEMPORADA;B2100161800000
BRASIL;4ª CÚPULA MUNDIAL DE MÍDIA PARA CRIANÇAS E ADOLESCENTES - 20 ANOS DEPOIS;B2500402600000
BRASIL;4ª ONDA - O IMPACTO DA PANDEMIA NA SAÚDE MENTAL;B2200360100000
BRASIL;5 A SECO - AO VIVO NO AUDITÓRIO IBIRAPUERA;B1101526300000
BRASIL;5 ANOS DE ADEMÁFIA;B1900507500000
BRASIL;5 ATITUDES;B1402741500000
BRASIL;5 BRIGAS;B1900435000000
BRASIL;5 CASAS;B2000263300000
BRASIL;5 DA MANHÃ;B2300469800000
BRASIL;5 ESTRELAS;B2100012300000
BRASIL;5 ESTRELAS;B2200453900000
BRASIL;5 FITAS;B2000497500000
BRASIL;5 FRAÇÕES DE UMA QUASE HISTÓRIA;B0700678800000
BRASIL;5 HISTÓRIAS CATARINENSES;B1301991200000
BRASIL;5 LETRAS;B2300369600000
BRASIL;5 LOOKS;B1700466800000
BRASIL;5 METROS;B1101466400000
BRASIL;5 MINUTINHOS;B2200378900000
BRASIL;5 MINUTOS;B1101449300000
BRASIL;5 MINUTOS;B1201670600000
BRASIL;5 NA MULTIDÃO;B0600485100000
BRASIL;5 PEBA NA PIMENTA;B0500377800000
BRASIL;5 SENTIDOS;B1402072300000
BRASIL;5 SENTIDOS;B1500898200000
BRASIL;5 SENTIDOS PITADAS;B1402538700000
BRASIL;5 VEZES BARCELLOS - A TRAJETORIA DE UM ATOR DE CINEMA;B0901103600000
BRASIL;5 X PACIFICAÇÃO;B1201617100000
BRASIL;5 X YANE;B1402183700000
BRASIL;5+5+;B1001257000000
BRASIL;50 ANOS DA CAPOEIRA NA CIDADE DE JAÚ;B2500101000000
BRASIL;50 ANOS DE BODYBOARD;B2200154600000
BRASIL;50 ANOS DE JORNALISMO;B1500389400000
BRASIL;50 ANOS DE NATIVISMO;B2200413900000
BRASIL;50 ANOS DEPOIS - AGNALDO RAYOL;B0901003800000
BRASIL;50 ANOS DEPOIS RETROSPECTIVA DO BRASIL E DA COPA;B1201654500000
BRASIL;50 ANOS DO BALÉ DA CIDADE DE SÃO PAULO;B1900423500000
BRASIL;50 ANOS EM CENA;B2200498900000
BRASIL;50 ANOS SEM GETÚLIO VARGAS - O DIA EM QUE O BRASIL PAROU;B0400119400000
BRASIL;50 GRANDES FILMES BRASILEIROS;B1302046500000
BRASIL;50 ML DE SAUDADE;B2200405300000
BRASIL;50 POR 1;B0700755400000
BRASIL;50 POR 1 - A VOLTA AO MUNDO EM 80 DIAS;B1402140500000
BRASIL;50 POR 1 - CIDADES OLÍMPICAS;B1402284700000
BRASIL;50 POR 1 - ROTAS;B1402506400000
BRASIL;50 POR 1 - VERÃO BRASIL;B1402284900000
BRASIL;50 POR 1 - ÁGUAS DO BRASIL;B1402284800000
BRASIL;50 POR CENTO;B2200192100000
BRASIL;50 TONS DE PINGA - TOTÔ DE BABALONG;B2200483800000
BRASIL;50%;B2300197100000
BRASIL;50% MINHA;B2500425300000
BRASIL;500 ALMAS;B0400163000000
BRASIL;500 ANOS - O BRASIL COLÔNIA NA TV;B1800356200000
BRASIL;500 ANOS - O BRASIL IMPÉRIO NA TV;B1800356100000
BRASIL;500 ANOS - O BRASIL REPÚBLICA NA TV;B1800356400000
BRASIL;500 ANOS - UM NOVO MUNDO NA TV;B1800356300000
BRASIL;500K;B0500340400000
BRASIL;502;B1201704700000
BRASIL;502;B1800174200000
BRASIL;502 - 3ª TEMPORADA;B2000430300000
BRASIL;502- 2ª TEMPORADA;B1900366800000
BRASIL;506-327 SCI-FI;B1101474200000
BRASIL;507,00 POR HORA;B1101421800000
BRASIL;52 PIZZAS;B1201665200000
BRASIL;52 PIZZAS;B2300263500000
BRASIL;520;B2100426700000
BRASIL;56 DIAS;B2400151700000
BRASIL;5G E O FUTURO DO BRASIL;B2100182900000
BRASIL;5X BRASIL;B2200435500000
BRASIL;5X UPP;B1800594900000
BRASIL;5XUPP;B1402831400000
BRASIL;5º TEMPO CBP;B2100434300000
BRASIL;6 DIAS EM CHUBUT;B1402689300000
BRASIL;6 DICAS PARA SER UM(A) ADOLESCENTE PARTICIPATIVO(A);B1700404900000
BRASIL;6 HISTÓRIAS BRASILEIRAS;B0700805100000
BRASIL;6 HISTÓRIAS BRASILEIRAS;B0700805199999
BRASIL;6 MOVIMENTOS PARA DIZER ADEUS;B1301840100000
BRASIL;60 ANOS DA INDÚSTRIA TÊXTIL NO BRASIL;B1900149200000
BRASIL;60 ANOS DO 1º ESQUADRÃO DE HELICÓPTEROS DE EMPREGO GERAL - NO AR, OS HOMENS DO MAR!;B2100335000000
BRASIL;60 COM CORPO DE 20;B2400494000000
BRASIL;60 DIAS NA AMAZÔNIA;B1500035800000
BRASIL;60 DIAS NO PANTANAL;B1700414200000
BRASIL;60 MULHERES - O BRILHO DAS COREANAS-BRASILEIRAS;B2400525400000
BRASIL;60 SEGUNDOS;B1700138400000
BRASIL;65 ANOS DE TELEDRAMATURGIA NO BRASIL;B1700013400000
BRASIL;65 DESTINOS INDUTORES - ESTUDO DE COMPETITIVIDADE;B0800877400000
BRASIL;69 - PRAÇA DA LUZ;B0800963000000
BRASIL;6AM;B2400450200000
BRASIL;6MG;B1900544700000
BRASIL;7 BILHÕES;B1600050200000
BRASIL;7 CHAVES;B2500464100000
BRASIL;7 CORTES DE CABELO NO CONGO.;B2200370800000
BRASIL;7 CUMES - ACONCÁGUA;B1500279900000
BRASIL;7 CUMES - DENALI;B1700419400000
BRASIL;7 CUMES - ELBRUS;B1500926700000
BRASIL;7 CUMES - EVEREST;B2100315900000
BRASIL;7 CUMES - KILIMANJARO;B1500622600000
BRASIL;7 CUMES - VINSON;B1900238600000
BRASIL;7 CUMES: ESPECIAL COTOPAXI;B2100061400000
BRASIL;7 DENÚNCIAS: AS CONSEQUÊNCIAS DO CASO COVID-19;B2200114800000
BRASIL;7 KPTAIS;B0700688000000
BRASIL;7 LINHAS;B1800360800000
BRASIL;7 LIÇÕES DO JAPÃO;B2100262300000
BRASIL;7 PLANOS  EM BURKINA;B1101492800000
BRASIL;7 PRISIONEIROS;B2100436200000
BRASIL;7 VEUS;B1900005800000
BRASIL;7 VEZES CHICA;B1101432600000
BRASIL;7 VIDAS;B1001333600000
BRASIL;7 VOLTAS - HISTÓRIAS DO PARQUE DOM PEDRO II E MERCADO MUNICIPAL(RIO DAS SETE VOLTAS);B1001337900000
BRASIL;7 X 1: O JOGO DA VIDA - PILOTO;B1800340400000
BRASIL;7 X BOSSA NOVA;B0700689500000
BRASIL;7.30;B2400451800000
BRASIL;70 ANOS ESTA NOITE;B2100517600000
BRASIL;70 E TAL;B1402082000000
BRASIL;702;B1800608500000
BRASIL;727 HORAS ANTES;B2400292800000
BRASIL;750 - CIDADE DE DEUS;B0400064900000
BRASIL;77 ETERNOS CAMPEÕES;B1800248600000
BRASIL;78 CARTAS;B2000313200000
BRASIL;7{SETE};B1800316100000
BRASIL;8 BILHÕES: SOMOS TODOS RESPONSÁVEIS;B2200495300000
BRASIL;8 DE JANEIRO: MEMÓRIA, RESTAURAÇÃO E DEMOCRACIA;B2500228600000
BRASIL;8 MIL;B1101369500000
BRASIL;8 MINUTOS;B1402259900000
BRASIL;8 PATAS;B1800168000000
BRASIL;8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE;B2100460000000
BRASIL;8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE (SÉRIE);B2200239300000
BRASIL;8 SEGUNDOS – O DESAFIO;B2500325600000
BRASIL;8/1 - A DEMOCRACIA RESISTE;B2400002500000
BRASIL;80 ANOS;B2000223500000
BRASIL;80 E TAL;B1600119700000
BRASIL;80 VOL 02;B0800930700000
BRASIL;80'S REALCE;B1301740200000
BRASIL;800 M;B1600484300000
BRASIL;82 MINUTOS;B1600422600000
BRASIL;88 FONTE DO AMANHÃ;B2100065500000
BRASIL;888POKER SHOW;B1500497500000
BRASIL;9;B2100339900000
BRASIL;9 HORAS EM DEODORO;B2300337900000
BRASIL;9 MM SÃO PAULO;B0800905700000
BRASIL;9 MM SÃO PAULO 2009 - EPISÓDIOS ADICIONAIS;B1201555700000
BRASIL;9 PÉS;B1402298500000
BRASIL;9 PÉS - 2° TEMPORADA;B1500889000000
BRASIL;9 PÉS - 3° TEMPORADA;B1800182500000
BRASIL;90 ANOS DO GRUPO SEVERIANO RIBEIRO;B0700755800000
BRASIL;90 DECIBÉIS;B2500523100000
BRASIL;90 MINUTOS;B0500430600000
BRASIL;90 ROUNDS;B2000208700000
BRASIL;90+5;B0901115800000
BRASIL;9714/98 PENAS ALTERNATIVAS;B0900969900000
BRASIL;98 ESPORTES;B1700560400000
BRASIL;98 FUTEBOL CLUBE;B1700560700000
BRASIL;9:32 AM;B0700754300000
BRASIL;9NDAS;B1600242900000
BRASIL;:DOSE ÚNICA;B0700781400000
BRASIL;=3;B1001280600000
BRASIL;@DISEXTA;B1800243100000
