REGISTRO_ANCINE;DATA_REGISTRO;RAZAO_SOCIAL;CNPJ;DATA_CONSTITUICAO;UF;MUNICIPIO;CODIGO_MUNICIPIO_IBGE;CLASSIFICACAO_AGENTE_ECONOMICO;NATUREZA_JURIDICA;BRASILEIRO_INDEPENDENTE
54369;11/08/2023;G3 INTERNACIONAL LTDA;11.497.923/0001-17;05/01/2010;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
52696;25/01/2023;G4B ASSESSORIA E PROJETOS LTDA;45.310.114/0001-76;16/02/2022;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
45465;03/04/2020;G6 TELECOMUNICAÇÕES LTDA;27.751.234/0001-27;17/05/2017;MG;ITAJUBA;3132404;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
62058;20/05/2025;G7 BRASIL PRODUCOES EM AUDIOVISUAL LTDA;13.972.968/0001-21;18/07/2011;PR;CURITIBA;4106902;Brasileiro independente;Sociedade Empresária Limitada;SIM
50842;29/03/2022;GAB FILMS PRODUÇÃO ARTÍSTICA LTDA;45.271.669/0001-56;11/02/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
61323;18/03/2025;GAB PRODUÇÕES ARTÍSTICAS LTDA;54.121.698/0001-22;29/02/2024;SP;SANTANA DE PARNAIBA;3547304;Brasileiro independente;Sociedade Empresária Limitada;SIM
37464;23/08/2017;GAB ZAPATTA FILMES;22.532.495/0001-32;27/05/2015;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
52807;10/02/2023;GABINETE MULTICULTURAL LTDA;49.310.676/0001-70;24/01/2023;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
59344;09/09/2024;GABIROBA PRODUÇÕES CULTURAIS LTDA.;56.637.963/0001-55;13/08/2024;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
31596;08/12/2015;GABISAT SERVIÇOS DE TV A CABO E TELECOMUNICAÇÕES EM GERAL LTDA;07.025.721/0001-03;13/09/2004;RJ;CABO FRIO;3300704;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
52653;18/01/2023;GABRIEL ADDAD RAMIRO ***********;39.622.786/0001-14;30/10/2020;SP;PIRACICABA;3538709;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
56085;30/10/2023;GABRIEL ANTONIO RIBEIRO LTDA;46.846.410/0001-59;21/06/2022;GO;GOIANIA;5208707;Brasileiro independente;Sociedade Empresária Limitada;SIM
53173;12/04/2023;GABRIEL ANTONIOLI DESLANDES ***********;48.613.507/0001-47;14/11/2022;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
52125;29/09/2022;GABRIEL ARAGAO DE CARVALHO LTDA;43.288.031/0001-00;26/08/2021;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
48882;05/07/2021;GABRIEL AVILA COSTA;29.066.850/0001-74;14/11/2017;SP;PIRACICABA;3538709;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55341;02/10/2023;GABRIEL AYDOS MAIA LTDA;45.249.959/0001-01;11/02/2022;RS;PORTO ALEGRE;4314902;Brasileiro independente;Sociedade Empresária Limitada;SIM
36304;10/05/2017;GABRIEL BORTOLINI DE LUCENA PRODUCOES - ME;23.621.887/0001-30;06/11/2015;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
49214;05/08/2021;GABRIEL CASTRO GOMES ***********;29.002.368/0001-70;06/11/2017;SP;HORTOLANDIA;3519071;Brasileiro independente;Empresário (Individual);SIM
56275;09/11/2023;GABRIEL CHRISTIAN SOARES ***********;43.743.175/0001-00;02/10/2021;MG;BELO HORIZONTE;3106200;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
48494;26/05/2021;GABRIEL CHRISTINO MOCHON ***********;41.909.848/0001-15;11/05/2021;PR;CURITIBA;4106902;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
54484;21/08/2023;GABRIEL COLOMBO TAVARES DE LIMA ***********;32.173.425/0001-99;04/12/2018;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
58863;01/08/2024;GABRIEL CONTENTE SERVICOS ARTISTICOS LTDA;39.476.992/0001-63;16/10/2020;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
48124;08/04/2021;GABRIEL CORREA MAIA ***********;22.584.050/0001-04;03/06/2015;AP;MACAPA;1600303;Brasileiro;Empresário (Individual);NÃO
48642;14/06/2021;GABRIEL COUTINHO SANTOS ***********;35.652.042/0001-91;28/11/2019;MA;SAO LUIS;2111300;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59481;17/09/2024;GABRIEL DA SILVA FELIZARDO MONTEIRO ***********;34.209.675/0001-67;15/07/2019;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
50795;23/03/2022;GABRIEL DAGOSTIN GALDINO ***********;28.500.952/0001-93;24/08/2017;SC;BALNEARIO RINCAO;4220000;Brasileiro independente;Empresário (Individual);SIM
52042;13/09/2022;GABRIEL DE FREITAS CESAR - ME;19.726.858/0001-66;17/02/2014;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
50430;02/02/2022;GABRIEL DE LISBOA;43.014.837/0001-00;05/08/2021;PE;PETROLANDIA;2611002;Brasileiro independente;Empresário (Individual);SIM
63661;06/11/2025;GABRIEL DE OLIVEIRA FERREIRA DA SILVA LTDA;61.440.607/0001-87;25/06/2025;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
48851;01/07/2021;GABRIEL DOMINGUES FERREIRA - PRODUÇÕES CINEMATOGRÁFICAS;25.158.261/0001-65;07/07/2016;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
62586;17/07/2025;GABRIEL ESTEVAO MAGALHAES DE ANDRADE FIGUEIRA LTDA;47.156.808/0001-26;14/07/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
61003;12/02/2025;GABRIEL FAZZIO DE PAULA CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA;40.373.687/0001-25;13/01/2021;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
49439;03/09/2021;GABRIEL FELIPE RUIVO LUGINHESKI ***********;26.039.518/0001-22;26/08/2016;PR;CURITIBA;4106902;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
47519;11/01/2021;GABRIEL FERREIRA MATOS ***********;40.176.329/0001-22;22/12/2020;CE;FORTALEZA;2304400;Brasileiro independente;Empresário (Individual);SIM
55676;18/10/2023;GABRIEL G LOPES LTDA;51.137.079/0001-38;21/06/2023;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
47946;16/03/2021;GABRIEL GIOVANE EXTERKOTTER BORSATTO;34.636.699/0001-00;23/08/2019;RS;PORTO ALEGRE;4314902;Brasileiro independente;Empresário (Individual);SIM
55054;20/09/2023;GABRIEL HENRIQUE LOBO SANTOS ***********;36.912.910/0001-98;10/04/2020;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
62262;04/06/2025;GABRIEL IGLESIAS MAIA - CORUJA PRODUÇÕES AUDIOVISUAIS;42.922.142/0001-56;29/07/2021;DF;BRASILIA;5300108;Brasileiro independente;Empresário (Individual);SIM
51730;01/08/2022;GABRIEL LOPES DA SILVA SANTOS ***********;28.149.777/0001-31;10/07/2017;PE;RECIFE;2611606;Brasileiro independente;Empresário (Individual);SIM
60424;11/12/2024;GABRIEL LUCAS DO NASCIMENTO;27.267.675/0001-58;09/03/2017;SP;SAO JOSE DOS CAMPOS;3549904;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
21498;10/05/2012;GABRIEL MANASFI MONTEIRO DE MEDEIROS ***********;12.003.629/0001-74;27/05/2010;RO;PORTO VELHO;1100205;Brasileiro independente;Empresário (Individual);SIM
58708;12/07/2024;GABRIEL MARCHI WILDLIFE FILMS LTDA;23.947.968/0001-25;11/01/2016;PR;CURITIBA;4106902;Brasileiro independente;Sociedade Empresária Limitada;SIM
33569;08/07/2016;GABRIEL MOTTA FERREIRA;22.988.916/0001-34;04/08/2015;RS;PORTO ALEGRE;4314902;Brasileiro independente;Empresário (Individual);SIM
50180;21/12/2021;GABRIEL MOURA VIEIRA;43.346.616/0001-21;31/08/2021;MT;TANGARA DA SERRA;5107958;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
50513;14/02/2022;GABRIEL OLIVEIRA BACCI ***********;38.167.989/0001-03;20/08/2020;SP;SOROCABA;3552205;Brasileiro independente;Empresário (Individual);SIM
49569;20/09/2021;GABRIEL RAMOS MOREIRA ***********;18.470.993/0001-20;12/07/2013;AL;MACEIO;2704302;Brasileiro independente;Empresário (Individual);SIM
60045;08/11/2024;GABRIEL REGO LICATA;42.550.957/0001-51;01/07/2021;PA;SANTAREM;1506807;Brasileiro independente;Empresário (Individual);SIM
25384;10/10/2013;GABRIEL REINALDO ME;13.837.871/0001-06;31/05/2011;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
58395;04/06/2024;GABRIEL SA DESIGN LTDA;35.524.654/0001-07;14/11/2019;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
53403;16/05/2023;GABRIEL SILVA DE SOUZA ***********;46.738.454/0001-65;10/06/2022;RS;VIAMAO;4323002;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
61051;17/02/2025;GABRIEL SILVA MENDELEH;27.201.823/0001-31;06/03/2017;SP;RIBEIRAO PRETO;3543402;Brasileiro independente;Empresário (Individual);SIM
53577;06/06/2023;GABRIEL TESSARO;37.368.087/0001-64;09/06/2020;RS;GRAMADO;4309100;Brasileiro independente;Empresário (Individual);SIM
59425;13/09/2024;GABRIEL VINÍCIUS DE PAULA NETTO;33.306.448/0001-97;09/04/2019;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
54926;14/09/2023;GABRIEL VITIELLO LIMA ***********;48.186.325/0001-37;04/10/2022;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
41379;16/10/2018;GABRIELA AZEREDO DOS ANJOS LEITÃO FURLAN ***********;26.978.318/0001-35;30/01/2017;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
59479;17/09/2024;GABRIELA BARRETO DALDEGAN ***********;44.095.703/0001-16;02/11/2021;DF;BRASILIA;5300108;Brasileiro independente;Empresário (Individual);SIM
62819;11/08/2025;GABRIELA BORBOREMA DE FILIPPO PRODUCAO CINEMATOGRAFICA;33.829.793/0001-05;04/06/2019;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
55201;26/09/2023;GABRIELA CALDAS GOUVEIA DE MELO;19.667.772/0001-00;06/02/2014;SE;ARACAJU;2800308;Brasileiro independente;Empresário (Individual);SIM
62853;12/08/2025;GABRIELA CARVALHO DOS SANTOS ***********;45.193.738/0001-50;08/02/2022;BA;CAMACARI;2905701;Brasileiro independente;Empresário (Individual);SIM
63078;02/09/2025;GABRIELA DE CARVALHO LEAL ME;30.533.712/0001-37;23/05/2018;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
54098;17/07/2023;GABRIELA DE OLIVEIRA POESTER NUNES;20.467.811/0001-04;18/06/2014;RS;PORTO ALEGRE;4314902;Brasileiro independente;Empresário (Individual);SIM
58747;19/07/2024;GABRIELA DIAS HOLZ PRODUCOES CINEMATOGRAFICAS LTDA;30.477.593/0001-42;16/05/2018;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
63836;03/12/2025;GABRIELA DIAS YAMADA;39.237.992/0001-00;29/09/2020;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
59811;10/10/2024;GABRIELA DONZA BORCHERT CAPANEMA LTDA;43.144.700/0001-62;16/08/2021;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
56526;21/11/2023;GABRIELA DULLIUS PRODUCOES AUDIOVISUAIS LTDA;47.220.404/0001-54;20/07/2022;RS;PORTO ALEGRE;4314902;Brasileiro independente;Sociedade Empresária Limitada;SIM
52000;05/09/2022;GABRIELA MENDES BARROS ***********;34.802.648/0001-01;09/09/2019;RO;PORTO VELHO;1100205;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
62669;28/07/2025;GABRIELA MONTEZI PRODUÇÕES CINEMATOGRÁFICAS LTDA;61.798.652/0001-08;16/07/2025;RS;PORTO ALEGRE;4314902;Brasileiro independente;Sociedade Empresária Limitada;SIM
51385;07/06/2022;GABRIELA MORETTO BOARATO - ***********;27.642.293/0001-67;03/05/2017;SP;LENCOIS PAULISTA;3526803;Brasileiro independente;Empresário (Individual);SIM
1908;14/04/2004;GABRIELA NOGUEIRA GREEB PRODUÇÕES ME;06.044.626/0001-86;12/12/2003;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
42314;21/02/2019;GABRIELA P CEZAR PRODUCOES E CINEMA;32.302.209/0001-04;21/12/2008;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
48650;16/06/2021;GABRIELA RICCIARDI CASERTA;42.271.245/0001-01;10/06/2021;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
60643;08/01/2025;GABRIELA ROSSI PRODUCOES LTDA;42.590.005/0001-61;05/07/2021;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
53392;16/05/2023;GABRIELA SAKAGUTE MIRANDA;38.101.157/0001-86;14/08/2020;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
53404;16/05/2023;GABRIELA SECRON GARRIDO ***********;37.704.895/0001-55;13/07/2020;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
53284;05/05/2023;GABRIELA TIMM LISBOA PRODUCOES;31.918.745/0001-68;01/11/2018;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
49443;06/09/2021;GABRIELLE BARROS DE AZEVEDO BALTHAZAR ***********;25.534.965/0001-95;12/08/2016;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
59876;17/10/2024;GABRIELLE MACHADO TOSI ***********;40.254.090/0001-61;05/01/2021;RS;PORTO ALEGRE;4314902;Brasileiro independente;Empresário (Individual);SIM
48506;28/05/2021;GABRIELLE VITORIA DE LIRA ***********;27.244.632/0001-57;07/03/2017;PE;RECIFE;2611606;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
62415;30/06/2025;GADELHARIA INDÚSTRIA CRIATIVA LTDA;04.723.567/0001-47;08/10/2001;PE;RECIFE;2611606;Brasileiro independente;Sociedade Empresária Limitada;SIM
48221;20/04/2021;GADOTTI PRODUÇÕES LTDA;08.955.691/0001-99;23/07/2007;SP;PRAIA GRANDE;3541000;Brasileiro independente;Sociedade Empresária Limitada;SIM
52926;06/03/2023;GAFANHOTTO POS-PRODUCAO CINEMATOGRAFICA LTDA;36.731.497/0001-65;19/03/2020;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
53609;12/06/2023;GAFE PRODUTORA DE VIDEOS LTDA;48.939.239/0001-58;20/12/2022;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
52106;27/09/2022;GAFFE PRODUÇÕES LTDA;47.859.179/0001-09;06/09/2022;MG;JUIZ DE FORA;3136702;Brasileiro independente;Sociedade Empresária Limitada;SIM
27040;27/06/2014;GAIA KI PRODUÇÕES ARTÍSTICAS LTDA ME;19.643.217/0001-48;03/02/2014;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
27893;10/10/2014;GAIVOTA PRODUÇÕES ARTÍSTICAS LTDA.;16.519.643/0001-86;18/06/2012;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
50302;19/01/2022;GAIVOTA.TV PRODUÇÕES LTDA;18.182.699/0001-13;23/05/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
394;11/07/2002;GALACINIMATOGRAFICA PRODUCOES LTDA;04.434.488/0001-16;08/05/2001;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
1764;12/02/2004;GALANTE FILMES LTDA.;06.034.622/0001-17;09/12/2003;SC;ITAPEMA;4208302;Brasileiro independente;Sociedade Empresária Limitada;SIM
16275;04/12/2009;GALAXIA FILMES DO BRASIL LTDA;10.689.019/0001-40;16/02/2009;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
50096;06/12/2021;GALAXIA INC PRODUCOES;42.325.318/0001-92;15/06/2021;PR;CURITIBA;4106902;Brasileiro independente;Sociedade Empresária Limitada;SIM
48481;25/05/2021;GALBA GOGOIA CURSINO DE MOURA PRODUCAO CINEMATOGRAFICA LTDA;36.532.623/0001-52;03/03/2020;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
50167;21/12/2021;GALENA FILMS ET CETERA LTDA;43.147.063/0001-88;16/08/2021;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
32668;15/04/2016;GALERIA ARTE DECOR LTDA;19.753.750/0001-62;19/02/2014;SP;SAO JOSE DOS CAMPOS;3549904;Brasileiro independente;Sociedade Empresária Limitada;SIM
4732;14/09/2005;GALERIA CINEMA E VÍDEO PRODUÇÕES LTDA;02.288.320/0001-14;20/11/1997;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
42233;13/02/2019;GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA;32.656.607/0001-10;04/02/2019;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
62643;24/07/2025;GALEÃO PRODUÇÕES ARTÍSTICAS MUSICAIS E COMÉRCIO LTDA.;08.870.113/0001-50;27/02/2007;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
53935;30/06/2023;GALILEU PRODUÇÕES ARTÍSTICAS LTDA;23.531.587/0001-60;23/10/2015;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
58053;25/04/2024;GALLERY PRODUCOES DE VIDEO E AUDIO LTDA;48.379.675/0001-10;21/10/2022;SP;RIBEIRAO PRETO;3543402;Brasileiro independente;Sociedade Empresária Limitada;SIM
38768;14/02/2018;GALLION PRODUCOES E TRIPS LTDA;11.733.479/0001-91;24/03/2010;MA;SAO LUIS;2111300;Brasileiro independente;Sociedade Empresária Limitada;SIM
25563;31/10/2013;GALLOFILM PRODUÇÃO DE VÍDEO LTDA;07.723.676/0001-52;28/11/2005;RS;PASSO FUNDO;4314100;Brasileiro independente;Sociedade Empresária Limitada;SIM
19221;07/07/2011;GALO DE BRIGA PRODUÇÕES LTDA - EPP;13.612.234/0001-31;05/04/2011;RS;PORTO ALEGRE;4314902;Brasileiro independente;Sociedade Empresária Limitada;SIM
11776;08/01/2007;GALPÃO PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;02.616.581/0001-16;26/10/1995;ES;VITORIA;3205309;Brasileiro independente;Sociedade Empresária Limitada;SIM
16562;10/02/2010;GALPÃO PRODUÇÕES LTDA.;04.529.131/0001-11;11/06/2001;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
51276;24/05/2022;GALPÃO ZERO ZERO PRODUÇÕES ARTÍSTICAS;27.548.271/0001-32;18/04/2017;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
54086;17/07/2023;GALVAO E BRANDAO TECNOLOGIA LTDA;34.610.088/0001-85;21/08/2019;PA;BELEM;1501402;Brasileiro independente;Sociedade Empresária Limitada;SIM
51206;16/05/2022;GALVÃO & FERREIRA DESIGNER LTDA;18.198.141/0001-26;27/05/2013;SP;ASSIS;3504008;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
25163;17/09/2013;GALVÃO & VEDANA LTDA;18.627.575/0001-02;05/08/2013;RS;PORTO ALEGRE;4314902;Brasileiro independente;Sociedade Empresária Limitada;SIM
33871;09/08/2016;GALÁPAGOS PRODUÇÕES EIRELI;25.117.258/0001-01;01/07/2016;GO;GOIANIA;5208707;Brasileiro independente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SIM
38040;26/10/2017;GAMA PINHEIRO PRODUÇÕES LTDA -ME;17.686.492/0001-13;28/02/2013;MA;SAO LUIS;2111300;Brasileiro independente;Sociedade Empresária Limitada;SIM
18129;27/12/2010;GAMAROSA FILMES LTDA.;11.422.855/0001-27;02/12/2009;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
58353;27/05/2024;GANDOLFI PRODUTORA LTDA;51.814.632/0001-20;15/08/2023;RS;CANOAS;4304606;Brasileiro independente;Sociedade Empresária Limitada;SIM
19865;06/10/2011;GANESHA PRODUÇÕES ARTÍSTICAS LTDA;03.763.316/0001-23;12/04/2000;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
46331;14/08/2020;GANGORRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;37.821.965/0001-55;22/07/2020;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
