TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
1981 - O ANO RUBRO NEGRO;B1201605000000;29/05/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;;2011;;INDEFINIDO;NÃO;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;SP;SAO PAULO
2 PERDIDOS;B1201638100000;26/07/2012;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,2;;2012;;INDEFINIDO;NÃO;KINOSSAURUS FILMES LTDA.;02.282.322/0001-04;RJ;RIO DE JANEIRO
20 ANOS DE SUCESSO;B1201606000000;30/05/2012;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;94,0;;2011;;INDEFINIDO;NÃO;Z.C.L. COMÉRCIO PROMOÇÕES E PRODUÇÕES LTDA.;67.214.197/0001-32;SP;BARUERI
2004 (DOIS MIL E QUATRO);B1201614500000;12/06/2012;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,8;;2011;;INDEFINIDO;NÃO;EDGARD ANTONIO ALVES DE PAIVA;PESSOA FÍSICA;MG;BELO HORIZONTE
220 VOLTS;B1201644900000;06/08/2012;DEFERIDO;VARIEDADES;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;312;13;2011;2011;INDEFINIDO;NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
29 BEIJOS;B1201695300000;26/11/2012;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,4;;2012;;INDEFINIDO;NÃO;DECK PRODUÇÕES ARTÍSTICAS LTDA;30.253.090/0001-93;RJ;RIO DE JANEIRO
30 COISAS PARA FAZER ANTES DOS 30;B1201680800000;31/10/2012;DEFERIDO;VARIEDADES;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;75,7;13;2012;2012;INDEFINIDO;NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
31 MINUTOS;B1201568300000;12/03/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;87;;2008;;SALAS DE EXIBIÇÃO;SIM;TOTAL ENTERTAINMENT LTDA;02.863.008/0001-07;RJ;RIO DE JANEIRO
360° COM ALLAN MESQUITA;B1201606900000;31/05/2012;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;69,5;;2011;;INDEFINIDO;NÃO;ZEPPELIN PRODUÇÕES DE CINEMA E TELEVISÃO LTDA.;94.100.302/0001-85;RS;PORTO ALEGRE
4 ELEMENTOS NO HORIZONTE;B1201590600000;04/05/2012;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;23,1;;2001;;INDEFINIDO;NÃO;GUSTAVO DA ROCHA JARDIM;PESSOA FÍSICA;MG;BELO HORIZONTE
4 POR 1;B1201568500000;13/03/2012;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;1;;2005;;INDEFINIDO;NÃO;ASK THE RABBIT ENTRETENIMENTO LTDA;09.640.643/0001-74;SP;SAO PAULO
40 GRAUS;B1201575100000;03/04/2012;DEFERIDO;JORNALÍSTICA;NÃO INFORMADO;COMUM;SERIADA;312;28;2011;2011;INDEFINIDO;NÃO;FLOR DE LOTUS PRODUCOES ARTISTICAS LTDA;13.864.163/0001-64;RJ;RIO DE JANEIRO
4:48 AM;B1201559300000;16/02/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,1;;2005;;INDEFINIDO;NÃO;BELA FILMES PRODUÇÕES LTDA ME;13.359.654/0001-58;SP;SAO PAULO
5 MINUTOS;B1201670600000;15/10/2012;DEFERIDO;VARIEDADES;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;93,0;23;2011;2011;INDEFINIDO;NÃO;MÍDIA DO BRASIL COMUNICAÇÕES, SERVIÇOS DE TELEVISÃO LTDA;71.841.282/0001-06;SP;SAO PAULO
5 X PACIFICAÇÃO;B1201617100000;19/06/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95;;2012;;INDEFINIDO;NÃO;LUZ MÁGICA PRODUÇÕES AUDIOVISUAIS LTDA;73.586.513/0001-08;RJ;RIO DE JANEIRO
50 ANOS DEPOIS RETROSPECTIVA DO BRASIL E DA COPA;B1201654500000;03/09/2012;DEFERIDO;JORNALÍSTICA;;COMUM;NÃO SERIADA;6;;2012;;INDEFINIDO;NÃO;EMPRESA BRASILEIRA DE COMUNICAÇÃO PRODUÇÃO LTDA;04.405.242/0001-16;SP;SAO PAULO
502;B1201704700000;10/12/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2012;;INDEFINIDO;NÃO;GO POSITIVE PRODUÇÕES ARTÍSTICAS LTDA. - EPP;13.019.549/0001-70;RJ;NITEROI
52 PIZZAS;B1201665200000;05/10/2012;DEFERIDO;VARIEDADES;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;14,2;22;2011;2011;INDEFINIDO;NÃO;MÍDIA DO BRASIL COMUNICAÇÕES, SERVIÇOS DE TELEVISÃO LTDA;71.841.282/0001-06;SP;SAO PAULO
9 MM SÃO PAULO 2009 - EPISÓDIOS ADICIONAIS;B1201555700000;10/02/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;336;7;2011;2011;INDEFINIDO;NÃO;RPJ PRODUTORES ASSOCIADOS LTDA;05.161.846/0001-27;SP;SAO PAULO
A ALMA ROQUEIRA DE NOEL;B1201562500000;24/02/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72,1;;2011;;INDEFINIDO;NÃO;TRATOR FILMES LTDA;08.164.917/0001-33;SP;SAO PAULO
A ARTE DE ANDAR PELAS RUAS DE BRASÍLIA;B1201545300000;13/01/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;17,7;;2011;;INDEFINIDO;NÃO;CAZA FILMES LTDA;09.137.251/0001-97;DF;BRASILIA
A ARTE DO ATADO;B1201669900000;11/10/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;2400;200;2012;2018;INDEFINIDO;NÃO;TUNNA ENTRETENIMENTO E AUDIOVISUAL LTDA;14.807.981/0001-98;RS;NOVO HAMBURGO
A ARTE E A RUA;B1201581000000;19/04/2012;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;44,1;;2011;;INDEFINIDO;NÃO;ROSE SATIKO GITIRANA HIKIJI;PESSOA FÍSICA;SP;SAO PAULO
A BICICLETA DO VOVÔ;B1201609400000;04/06/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13,3;;2012;;INDEFINIDO;NÃO;HAMACA PRODUÇÕES ARTÍSTICAS LTDA - ME;10.281.460/0001-99;BA;SALVADOR
A BODEGA DO VEIO;B1201543300000;10/01/2012;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;6,9;;2008;;INDEFINIDO;NÃO;ARRECIFE PRODUÇÕES CINEMATOGRAFICAS LTDA.;11.573.334/0001-70;PE;RECIFE
A BOLA;B1201592300000;08/05/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24;;2005;;INDEFINIDO;NÃO;SUPER CAMERA CINEMATOGRAFICA LTDA.;10.772.357/0001-41;SP;RIBEIRAO PIRES
A CAMINHO DA ESTRELA;B1201578400000;12/04/2012;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;32,4;;2011;;INDEFINIDO;NÃO;LARANJEIRAS PRODUCOES LTDA;08.543.176/0001-00;SP;SAO PAULO
A CASA FANTÁSTICA;B1201570100000;22/03/2012;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;1260;60;1998;1998;INDEFINIDO;NÃO;BARTHMANN & BARTHMANN S/C LTDA;54.142.278/0001-22;SP;CAMPINAS
A CIDADE;B1201592700000;08/05/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;2012;;INDEFINIDO;NÃO;TEMPO SERVICO DE PRODUCAO AUDIOVISUAL ARTISTICA E CULTURAL LTDA;94.307.840/0001-45;RS;PORTO ALEGRE
A CIDADE;B1201680900000;31/10/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2012;;INDEFINIDO;NÃO;TEMPO SERVICO DE PRODUCAO AUDIOVISUAL ARTISTICA E CULTURAL LTDA;94.307.840/0001-45;RS;PORTO ALEGRE
A CIDADE DOS SONHOS;B1201610700000;05/06/2012;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5;;2011;;INDEFINIDO;NÃO;SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;49.269.244/0001-63;SP;SAO PAULO
A COLEÇÃO INVISÍVEL;B1201666700000;08/10/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;2012;;SALAS DE EXIBIÇÃO;SIM;SANTA LUZIA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;09.124.563/0001-66;BA;SALVADOR
A COR DO SAMBA É AZUL;B1201708400000;14/12/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8;;2004;;INDEFINIDO;NÃO;SERENA FILMES LTDA - ME;04.309.396/0001-04;SP;SAO PAULO
A CÂMARA VIAJANTE;B1201595000000;14/05/2012;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,5;;2011;;INDEFINIDO;NÃO;MEDIA BRIDGE PRODUÇÕES LTDA.;13.110.657/0001-53;RJ;RIO DE JANEIRO
A DAMA DO ESTÁCIO;B1201637100000;25/07/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;22,2;;2012;;INDEFINIDO;NÃO;BOITUI CINEMA LTDA;05.958.016/0001-25;RJ;RIO DE JANEIRO
A DAMA DOS CARIMBOS;B1201704100000;07/12/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,3;;2012;;INDEFINIDO;NÃO;CORETO EDIÇÕES E PRODUÇÕES LTDA-ME - BAIXADO;05.941.684/0001-40;RJ;RIO DE JANEIRO
A DESCOBERTA;B1201567900000;09/03/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2012;;INDEFINIDO;NÃO;GMB PRODUTORA DE CINEMA E VIDEO LTDA;09.011.546/0001-12;BA;SALVADOR
A ERA DOS CAMPEÕES - O FILME;B1201615300000;14/06/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76,3;;2011;;INDEFINIDO;NÃO;HANGAR FILMES - PRODUÇÕES ARTÍSTICAS LTDA;86.774.361/0001-00;RJ;RIO DE JANEIRO
A ESPERA  POR JESUS;B1201662100000;25/09/2012;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,8;;2012;;INDEFINIDO;NÃO;RECORD PRODUÇÕES E GRAVAÇÕES LTDA;40.235.822/0001-76;RJ;RIO DE JANEIRO
A ESTRADA DA ÚLTIMA RISADA;B1201554400000;07/02/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12;;2012;;INDEFINIDO;NÃO;LUCAS DO CARMO VITOR;PESSOA FÍSICA;MG;BELO HORIZONTE
A FAZENDA 5;B1201613400000;08/06/2012;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;2550;85;2012;2012;INDEFINIDO;NÃO;RADIO E TELEVISAO RECORD S.A;60.628.369/0001-75;SP;SAO PAULO
A FEIRA DE CARUARU;B1201698600000;30/11/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;21,9;;2012;;INDEFINIDO;NÃO;CAETÉ FILME DO BRASIL LTDA;12.308.060/0001-55;AL;MACEIO
A FLOR E A TEMPESTADE;B1201679300000;30/10/2012;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,3;;2012;;INDEFINIDO;NÃO;GABRIEL SANABIO E SOUZA NOCERA;PESSOA FÍSICA;SP;SAO PAULO
A FLORISTA DO OUTRO LADO DA PRAÇA;B1201564200000;29/02/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,7;;2011;;INDEFINIDO;NÃO;LUCIANO ORDINE CALDAS;PESSOA FÍSICA;DF;BRASILIA
A FOLHA;B1201683300000;06/11/2012;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2012;;INDEFINIDO;NÃO;LUDMILA OLIVIERI SIMOES;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A FUGA DA SAGRADA FAMILIA PARA O EGITO;B1201587200000;02/05/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;2000;;INDEFINIDO;NÃO;ASSOCIAÇÃO DO SENHOR JESUS;51.909.786/0001-03;SP;VALINHOS
A GAROTA E AS ESTRELAS;B1201635500000;19/07/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,3;;2012;;INDEFINIDO;NÃO;BUDA FILMES PRODUCOES CINEMATOGRAFICAS LTDA;11.332.925/0001-56;SP;SAO PAULO
A GRANDE IDEIA BRASIL;B1201583700000;25/04/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;16;16;2012;2012;INDEFINIDO;NÃO;UM MINUTO PRODUCOES CULTURAIS LTDA.;66.708.900/0001-04;SP;SAO PAULO
A GRUTA FILME-JOGO;B1201560600000;17/02/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;45;;2008;;INDEFINIDO;NÃO;CAZA FILMES LTDA;09.137.251/0001-97;DF;BRASILIA
A GUERRA DOS GIBIS;B1201664100000;01/10/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,7;;2012;;INDEFINIDO;NÃO;A FANTÁSTICA FÁBRICA DE FILMES LTDA;05.515.177/0001-44;SP;SAO PAULO
A GUERRA ENTRE LAMBE SUJOS E CABOCLINHOS;B1201558100000;15/02/2012;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;29,2;;2011;;INDEFINIDO;NÃO;HELIO JUNIOR DE SOUSA SANTOS;PESSOA FÍSICA;SE;ARACAJU
A HORA E A VEZ DE AUGUSTO MATRAGA;B1201643000000;02/08/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;106;;2011;;INDEFINIDO;NÃO;PRODIGO FILMS LTDA;00.020.648/0001-20;SP;SAO PAULO
A JANGADA;B1201670400000;15/10/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,4;;1973;;INDEFINIDO;NÃO;LUIS BEZERRA SOARES;PESSOA FÍSICA;RJ;RIO DAS OSTRAS
A JANGADA DE RAIZ;B1201653100000;22/08/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;2012;;INDEFINIDO;NÃO;EDSON JOSE ALVES FOGACA;PESSOA FÍSICA;DF;BRASILIA
A LAVAGEM DO CRISTO;B1201670500000;15/10/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;1968;;INDEFINIDO;NÃO;LUIS BEZERRA SOARES;PESSOA FÍSICA;RJ;RIO DAS OSTRAS
A LENDA DAS CATARATAS DO IGUAÇU;B1201694100000;23/11/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14;;1995;;INDEFINIDO;NÃO;M A PRODUÇÕES ARTISTICAS E CULTURAIS LTDA ME;00.568.159/0001-07;PR;CURITIBA
A LUTA CONTINUA - UM DOCUMENTÁRIO EM 12 ROUNDS;B1201609100000;01/06/2012;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2012;;INDEFINIDO;NÃO;DEBASE FILMES LTDA (BAIXADA);13.270.104/0001-68;SP;SAO PAULO
A LUTA DA PAZ;B1201626600000;05/07/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;37,2;;1987;;INDEFINIDO;NÃO;MOTTA LIMA PRODUÇÕES E COMUNICAÇÃO LTDA.;28.015.899/0001-35;RJ;RIO DE JANEIRO
A MAIOR PRAIA DO MUNDO;B1201601100000;22/05/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;60,7;4;2012;2012;INDEFINIDO;NÃO;RBS PARTICIPACOES S A;68.737.857/0001-22;RS;PORTO ALEGRE
A MATA ATLANTICA E OS CICLOS DA VIDA;B1201672700000;18/10/2012;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;;2008;;INDEFINIDO;NÃO;GRIFA PRODUÇÕES CINEMATOGRÁFICAS, AUDIOVISUAIS E ARTÍSTICAS LTDA.;01.486.085/0001-22;SP;SAO PAULO
A MELHOR ESCOLHA;B1201563700000;28/02/2012;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3,9;;2011;;INDEFINIDO;NÃO;RECORD PRODUÇÕES E GRAVAÇÕES LTDA;40.235.822/0001-76;RJ;RIO DE JANEIRO
A MEMÓRIA QUE ME CONTAM;B1201661300000;21/09/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;2012;;INDEFINIDO;NÃO;TAIGA FILMES E VIDEO LTDA;73.947.392/0001-74;RJ;RIO DE JANEIRO
A MESA;B1201667200000;09/10/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,2;;2007;;INDEFINIDO;NÃO;MARIA AUGUSTA VILALBA NUNES;PESSOA FÍSICA;SC;FLORIANOPOLIS
A META;B1201690400000;21/11/2012;DEFERIDO;VARIEDADES;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;1200;132;2012;2023;INDEFINIDO;NÃO;TUNNA ENTRETENIMENTO E AUDIOVISUAL LTDA;14.807.981/0001-98;RS;NOVO HAMBURGO
A MULHER NO ALTO DO MORRO;B1201633700000;18/07/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,3;;2012;;INDEFINIDO;NÃO;CASSIO PEREIRA DOS SANTOS;PESSOA FÍSICA;MG;CRUZEIRO DA FORTALEZA
A MULÉ, O MATADOR, O ARMÁRIO E O TREM;B1201647800000;10/08/2012;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,6;;2012;;INDEFINIDO;NÃO;RX 30 PRODUTORA LTDA;00.373.932/0001-80;BA;SALVADOR
