Valores Captados por Projeto Incentivado - Em Reais (R$) - 2002 a Julho de 2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ano de Captação;Salic;Nome do Projeto;CNPJ do Proponente;Proponente;UF;Tipo ou segmento;Gênero;"Lei 8.313/91
(Lei Rouanet)";"Art. 1º 
Lei 8.685/93";"Art. 1º A
Lei 8.685/93";"Art. 3º 
Lei 8.685/93*";"Art. 3º A
Lei 8.685/93*";"Art. 39 
MP 2228-1/01*";Funcines;Total Captado no Ano
2018;180310;O Show da Luna! Quinta Temporada;-;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;SP; -; -;0;0;600.000,00;0;0;686.842,08;0;1.286.842,08
2018;170637;Odilon, Réu de Si Mesmo;-;YOURMAMA CONTENT CRIAÇÃO E PRODUÇÃO DE CONTEUDO AUDIOVISUAL LTDA.;SP; -; -;0;0;0;0;0;1.047.906,15;0;1.047.906,15
2018;180488;OITO SEGUNDOS - DESENVOLVIMENTO;-;REAGENT MEDIA LTDA;SP; -; -;0;0;0;0;300.000,00;0;0;300.000,00
2018;140566;Orlando - Florida;-;MEIOS DE PRODUÇÃO E COMUNICAÇÃO LTDA;RJ; -; -;0;0;0;0;431.826,24;0;0;431.826,24
2018;170315;Os Enforcados;-;GULLANE ENTRETENIMENTO S.A.;SP; -; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2018;130275;Os Espetaculares (ex-Caiu na Rede é Peixe);-;FRAIHA PRODUÇÕES DE EVENTOS E EDITORA LTDA;RJ; -; -;0;400.000,00;0;0;0;0;0;400.000,00
2018;170475;OS EXTERMINADORES DO ALÉM CONTRA A LOIRA DO BANHEIRO (EX A LOIRA DO BANHEIRO);-;CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI;SP; -; -;0;0;0;1.960.000,00;0;0;0;1.960.000,00
2018;160618;Os Farofeiros;-;CAMISA LISTRADA LTDA;RJ; -; -;0;0;40.882,22;0;240.000,00;0;0;280.882,22
2018;170602;OS GRETCHENS - 1ª TEMPORADA (EX OS MIRANDAS);-;PLANET POP MÍDIA E EDITORAÇÕES LIMITADA ME;SP; -; -;0;0;0;0;1.000.000,00;0;0;1.000.000,00
2018;160396;Os Irmãos Freitas;-;GULLANE ENTRETENIMENTO S.A.;SP; -; -;0;0;0;0;0;857.357,27;0;857.357,27
2018;180281;OS RONI - 1ª TEMPORADA (EX FAMÍLIA NORDESTINA - 1° TEMPORADA);-;FORMATA PRODUCOES E CONTEUDO LTDA.;SP; -; -;0;0;0;0;2.249.017,65;0;0;2.249.017,65
2018;160073;Os Salafrários;-;GLAZ ENTRETENIMENTO S.A.;RJ; -; -;0;0;0;0;300.000,00;0;0;300.000,00
2018;170298;Os Suburbanos - O Filme;-;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;RJ; -; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2018;180367;OS SZAFIRS - 1ª TEMPORADA;-;MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA;SP; -; -;0;0;0;0;2.849.866,62;0;0;2.849.866,62
2018;110023;Osmar, a Primeira Fatia do Pão de Forma - O Filme - Animação;-;44 BICO LARGO COMERCIAL LTDA;SP; -; -;0;300.000,00;0;0;0;0;0;300.000,00
2018;160374;Othelo, o grande;-;FRANCO PRODUÇÕES, FILMES, EVENTOS E PROMOÇÕES LTDA - ME.;RJ; -; -;0;0;0;0;200.000,00;0;0;200.000,00
2018;180114;OVERMAN - O FILME - DESENVOLVIMENTO;-;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ; -; -;0;0;0;300.000,00;0;0;0;300.000,00
2018;160147;Pacified;-;REAGENT MEDIA LTDA;SP; -; -;0;400.000,00;200.000,00;150.000,00;0;0;0;750.000,00
2018;180932;Palavra Alada;-;FONTE CRIACAO E PRODUCAO ARTISTICA LTDA;RJ; -; -;0;0;300.000,00;0;0;0;0;300.000,00
2018;170744;Papaya Bull - Segunda temporada;-;BOUTIQUE FILMES E PRODUÇÕES LTDA.;SP; -; -;0;0;0;0;2.000.000,00;0;0;2.000.000,00
2018;130204;PARA FRANCISCO;-;MUIRAQUITA FILMES E PRODUCOES ARTISTICAS EIRELI ­ ME;SP; -; -;0;0;750.000,00;0;150.000,00;0;0;900.000,00
2018;160294;Parque Patati Patatá - Segunda Temporada;-;RINALDI PRODUÇÕES & PUBLICIDADE LTDA - ME;SP; -; -;0;0;600.000,00;0;0;0;0;600.000,00
2018;150152;Pecuária Em Foco - Educação;-;NOVA COMUNICAÇÃO LTDA;MS; -; -;0;0;661.639,00;0;0;0;0;661.639,00
2018;150045;Pedidos Incríveis;-;RADAR CINEMA E TELEVISÃO LTDA;SP; -; -;0;0;0;0;0;6,59;0;6,59
2018;170764;Pequenos Grandes Talentos;-;TVI TELEVISÃO E CINEMA LTDA - EPP;SP; -; -;0;0;1.496.000,00;0;0;0;0;1.496.000,00
2018;120415;Pluft O Fantasminha;-;RACCORD PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;RJ; -; -;0;0;535.000,00;0;0;0;0;535.000,00
2018;140496;Poltergay;-;MOVI & ART PRODUÇÕES CINEMATOGRÁFICAS LTDA;SP; -; -;0;0;0;1.200.000,00;0;0;0;1.200.000,00
2018;170644;Ponto Firme;-;BELEM-BRASÍLIA PRODUÇÕES AUDIOVISUAIS E CULTURAIS LTDA - ME;SP; -; -;0;0;375.000,00;0;0;0;0;375.000,00
2018;160838;POR UM FIO;-;IMAGEM FILMES PRODUTORA LTDA;SC; -; -;0;0;250.000,00;0;0;0;0;250.000,00
2018;180194;Porecatu;-;SUPER 575 AGENCIAMENTO E PRODUÇÕES LTDA ME;PR; -; -;0;0;66.000,00;0;0;0;0;66.000,00
2018;150717;Prisioneiro da Liberdade;-;PARANOID FILMES LTDA;SP; -; -;0;0;0;0;2.000.000,00;0;0;2.000.000,00
2018;150401;PRK30;-;URCA FILMES LTDA;RJ; -; -;0;0;0;0;300.000,00;0;0;300.000,00
2018;180757;PROJETA QUEBRADA;-;TOCHA MIDIA E ENTRETENIMENTO - EIRELI;SP; -; -;0;0;700.000,00;0;0;0;0;700.000,00
2018;170652;PÉROLA;-;REPÚBLICA PUREZA FILMES LTDA.;RJ; -; -;0;0;0;0;2.750.000,00;0;0;2.750.000,00
2018;70210;Pìxinguinha - Um Homem Carinhoso;-;YPEARTS AUDIOVISUAL EIRELI - ME;RJ; -; -;0;521.521,00;99.875,39;0;0;0;0;621.396,39
2018;140456;Quando o Brasil era Moderno;-;OCEAN PRODUÇÃO DE FILMES LTDA;SC; -; -;0;150.000,00;0;0;0;0;0;150.000,00
2018;80500;Quase Memória;-;KINOSSAURUS FILMES LTDA.;RJ; -; -;0;0;99.000,00;0;0;0;0;99.000,00
2018;180263;QUEM MATOU CELSO DANIEL - DESENVOLVIMENTO;-;ESCARLATE CONTEÚDO AUDIOVISUAL E EXPERIENCIAS CRIATIVAS LTDA - ME;RJ; -; -;0;0;0;0;120.000,00;0;0;120.000,00
2018;170333;Questão de Justiça;-;P3 PRODUÇÕES LTDA;SP; -; -;0;0;0;0;0;1.809.678,76;0;1.809.678,76
2018;130345;RAQUEL, 1:1 (EX A VERDADE);-;CLARALUZ PRODUCOES AUDIOVISUAIS LTDA;SP; -; -;0;0;26.000,00;0;0;0;0;26.000,00
2018;150666;Rasga Coração;-;CASA DE CINEMA DE PORTO ALEGRE LTDA.;RS; -; -;0;0;0;0;558.000,00;0;0;558.000,00
2018;170641;Rede Selvagem - w.wild.w;-;DG CONSULTORIA E COMUNICAÇÃO AMBIENTAL LTDA.;DF; -; -;0;0;0;0;200.000,00;0;0;200.000,00
2018;170454;Refavela 40;-;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ; -; -;0;0;0;0;0;895.107,00;0;895.107,00
2018;170142;Regras do MMA 2;-;CIRANDA FILMES E VIDEOS EIRELI - ME;RJ; -; -;0;0;0;0;236.715,92;0;0;236.715,92
2018;130013;Relato de um Certo Oriente;-;MATIZAR PRODUÇÕES ARTÍSTICAS LTDA;RJ; -; -;0;400.000,00;0;0;0;0;0;400.000,00
2018;170183;Relatos do Front;-;JACQUELINE FILMES LTDA;RJ; -; -;0;0;23.400,00;0;0;0;0;23.400,00
2018;120532;RIO DA DÚVIDA;-;BARRA FILMES LTDA;RJ; -; -;0;0;325.000,00;0;0;0;0;325.000,00
2018;150127;RIO HEROES;-;RADAR CINEMA E TELEVISÃO LTDA;SP; -; -;0;0;0;0;0;7,88;0;7,88
2018;180251;RIO HEROES - SEGUNDA TEMPORADA;-;RADAR CINEMA E TELEVISÃO LTDA;SP; -; -;0;0;0;1.760.374,32;1.239.625,66;479.952,03;0;3.479.952,01
2018;170512;Rodeio Rock;-;LIGHTHOUSE PRODUÇÕES CINEMATOGRÁFICAS LTDA.;SP; -; -;0;0;130.000,00;0;0;0;0;130.000,00
2018;170636;ROTAS DO ÓDIO - 3a. TEMPORADA;-;PANORAMICA COMUNICACAO LTDA.;RJ; -; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2018;180066;ROTAS DO ÓDIO - 4a. TEMPORADA;-;PANORAMICA COMUNICACAO LTDA.;RJ; -; -;0;0;0;3.000.000,00;0;0;0;3.000.000,00
2018;180877;RUMO AO TOPO;-;4 YOU FILMES - EIRELI;SP; -; -;0;0;634.805,74;0;0;0;0;634.805,74
2018;130400;Sabores de Abraão;-;SPRAY FILMES S.A.;SP; -; -;0;0;960.000,00;0;0;0;0;960.000,00
2018;170698;Sai de Baixo, O Filme;-;LEREBY PRODUÇÕES LTDA;RJ; -; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2018;180467;Sala da Democracia;-;ELO AUDIOVISUAL SERVIÇOS LTDA;SP; -; -;0;0;150.000,00;0;0;0;0;150.000,00
2018;180247;Samuel Wainer;-;FINA FLOR PRODUTORA DE FILMES LTDA.;RJ; -; -;0;0;0;0;200.000,00;0;0;200.000,00
2018;180313;SANGUE QUENTE - DESENVOLVIMENTO;-;LINE-UP PRODUCAO E DISTRIBUICAO DE FILMES LTDA - EPP;RJ; -; -;0;0;0;0;120.000,00;0;0;120.000,00
2018;160687;Santos = Dumont;-;PINDORAMA FILMES LTDA;RJ; -; -;0;0;0;0;0;3.000.000,00;0;3.000.000,00
2018;170283;SAVE THE DAY - DESENVOLVIMENTO;-;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;SP; -; -;0;0;0;151.087,50;0;0;0;151.087,50
2018;180240;Se Essa Roupa Fosse Minha;-;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ; -; -;0;0;883.650,20;0;1.206.443,00;0;0;2.090.093,20
2018;180288;Senninha na Pista Maluca - Segunda Temporada - ANIMAÇÃO;-;GULLANE ENTRETENIMENTO S.A.;SP; -; -;0;0;220.000,00;0;0;0;0;220.000,00
2018;180173;Sob Pressão - 2ª Temporada;-;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ; -; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2018;170631;SOLDADO SEM ARMA;-;ELO AUDIOVISUAL SERVIÇOS LTDA;SP; -; -;0;0;232.000,00;0;0;0;0;232.000,00
2018;160053;Sonhadores;-;ZOLA FILMES LTDA;RJ; -; -;0;0;0;0;524.747,08;0;0;524.747,08
2018;170711;SOS Fada Manu - Quarta temporada - ANIMAÇÃO;-;BOUTIQUE FILMES E PRODUÇÕES LTDA.;SP; -; -;0;0;0;0;1.800.000,00;0;0;1.800.000,00
2018;160845;SOS Fada Manu - terceira temporada;-;BOUTIQUE FILMES E PRODUÇÕES LTDA.;SP; -; -;0;0;0;0;100.000,00;0;0;100.000,00
2018;170413;SOS Focinho;-;DUE PRODUÇÕES - PRODUTORA CINEMATOGRAFICA LTDA;RJ; -; -;0;0;340.000,00;0;0;0;0;340.000,00
2018;150151;Soul Brasil;-;KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP;SP; -; -;0;150.000,00;0;0;0;0;0;150.000,00
2018;180962;Sérgio Reis o Sertão Mora em Mim;-;K9 AGENCIAMENTO E PRODUÇÕES LTDA;RJ; -; -;0;0;200.000,00;0;0;0;0;200.000,00
2018;130530;Tainá - Série Animada - ANIMAÇÃO;-;SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA;RJ; -; -;0;0;790.000,00;0;0;0;0;790.000,00
2018;160267;Terapia de Vingança;-;HUNGRY MAN BRASIL PRODUÇÕES LTDA.;RJ; -; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2018;180320;Time de Fábrica;-;CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME;SC; -; -;0;0;22.445,72;0;0;0;0;22.445,72
2018;160358;TODAS AS CANÇÕES DE AMOR;-;DIANE PEIXOTO MAIA - ME;SP; -; -;0;500.000,00;0;0;100.000,00;0;0;600.000,00
2018;130141;Todos os Mortos;-;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;SP; -; -;0;0;0;0;75.000,00;0;0;75.000,00
2018;180551;Travessias (título provisório);-;DOIS + TRÊS PRODUÇÕES ARTÍSTICAS LTDA ME;RJ; -; -;0;0;0;0;500.000,00;0;0;500.000,00
2018;170005;Troca de Estilos - 3ª temporada;-;ZOLA FILMES LTDA;RJ; -; -;0;0;0;0;0;2.646.231,80;0;2.646.231,80
2018;180807;TUDO ACABA EM FESTA - DISTRIBUIÇÃO;-;SM DISTRIBUIDORA DE FILMES LTDA;SP; -; -;0;0;0;0;0;0;500.000,00;500.000,00
2018;160067;TUDO POR UM POP STAR;-;PANORAMICA COMUNICACAO LTDA.;RJ; -; -;0;0;0;240.000,00;0;0;0;240.000,00
2018;180389;TUDO POR UM POP STAR - DISTRIBUIÇÃO;-;PANORAMICA COMUNICACAO LTDA.;RJ; -; -;0;0;942.568,22;0;0;0;0;942.568,22
2018;180745;TUDO POR UM POP STAR - DISTRIBUIÇÃO;-;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;RJ; -; -;0;0;0;0;0;0;1.000.000,00;1.000.000,00
2018;170785;Tô Ryca 2;-;GLAZ ENTRETENIMENTO S.A.;RJ; -; -;0;0;0;186.075,32;2.813.924,67;0;0;2.999.999,99
2018;170194;Um Contra Todos - 3ª Temporada;-;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ; -; -;0;0;0;0;0;2.134.839,73;0;2.134.839,73
2018;160502;Um Dia Qualquer;-;ELIXIR - COMUNICAÇÃO, CULTURA E ENTRETENIMENTO LTDA ME;SP; -; -;0;0;0;0;0;792.089,78;0;792.089,78
2018;180492;Um Dia Qualquer - Serie;-;ELIXIR - COMUNICAÇÃO, CULTURA E ENTRETENIMENTO LTDA ME;SP; -; -;0;0;0;0;0;703.462,00;0;703.462,00
2018;160804;Um outro Francisco;-;M MARGARITA HERNANDEZ PASCUAL;CE; -; -;0;0;20.000,00;0;200.000,00;0;0;220.000,00
2018;160464;Um Show de Noiva;-;PAGANINI PRODUCOES ARTISTICAS LTDA ME;SP; -; -;0;0;0;0;0;1.610.969,49;0;1.610.969,49
2018;160641;UMA NOVA CHANCE;-;DIANE PEIXOTO MAIA - ME;SP; -; -;0;0;0;1.500.000,00;1.350.000,00;0;0;2.850.000,00
2018;170455;Unidade Básica - 2ª temporada;-;GULLANE ENTRETENIMENTO S.A.;SP; -; -;0;0;0;239.226,68;2.692.871,92;0;0;2.932.098,60
2018;180805;Unidade básica - 3ª temporada;-;GULLANE ENTRETENIMENTO S.A.;SP; -; -;0;0;623.831,77;0;0;0;0;623.831,77
2018;170327;Veneza;-;ANANÃ PRODUÇÕES, EVENTOS E ASSESSORIA DE MARKETING LTDA;RJ; -; -;0;500.000,00;0;0;3.000.000,00;0;0;3.500.000,00
2018;150591;Viajantes do Bosque Encantado;-;BURITI FILMES LTDA;SP; -; -;0;0;0;2.000.000,00;0;0;0;2.000.000,00
2018;170699;Viajo Logo Existo - 1ª Temporada;-;SALVATORE FILMES LTDA;SP; -; -;0;0;815.603,03;0;0;0;0;815.603,03
2018;160128;VIDA EM MOVIMENTO (EX VIDA DE SAÚDE);-;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;SP; -; -;0;0;207.000,00;0;0;0;0;207.000,00
2018;150296;VIDAS DESCARTÁVEIS (EX TRABALHO ESCRAVO.DOC);-;MEIOS DE PRODUÇÃO E COMUNICAÇÃO LTDA;RJ; -; -;0;150.000,00;0;0;0;0;0;150.000,00
2018;110402;Viver Para Contar - 2º Temporada;-;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ; -; -;0;0;0;0;0;401.056,62;0;401.056,62
2018;170059;Vladimir;-;GULLANE ENTRETENIMENTO S.A.;SP; -; -;0;0;0;300.000,00;0;971.223,02;0;1.271.223,02
2018;170488;Whindersson Nunes;-;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ; -; -;0;0;2.014.000,00;0;0;0;0;2.014.000,00
2018;170037;Windhoek;-;KINOBRAS PRODUÇÕES ARTISTÍCAS E CINEMATOGRÁFICAS LTDA;RJ; -; -;0;0;100.000,00;0;0;0;0;100.000,00
2018;160433;Z4;-;FORMATA PRODUCOES E CONTEUDO LTDA.;SP; -; -;0;0;0;0;0;1.000.000,00;0;1.000.000,00
2018;140360;Zimba e a Invenção do Moderno Teatro Brasileiro;-;LEMINISCATA FILMES LTDA-ME;SP; -; -;0;0;0;0;200.000,00;0;0;200.000,00
2018;170225;Águas do Brasil;-;PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.;SP; -; -;0;0;45.000,00;0;0;0;0;45.000,00
2018;180832;Ávida;-;OFICINA PRODUCOES CINEMATOGRAFICAS - EIRELI;SP; -; -;0;0;500.000,00;0;0;0;0;500.000,00
2018;150398;ÓPERA ABERTA - PESCADORES DE PÉROLAS (EX ÓPERA - PESCADORES DE PÉROLAS);-;O2 CINEMA LTDA;SP; -; -;0;0;0;0;0;99.355,68;0;99.355,68
2019;170340;#eusoumaria;02.597.024/0001-03;AUTORIA C PRODUCAO E GESTAO DE CONTEUDO CRIATIVO LTDA - ME;RJ;Salas de Exibição; -;0;0;275.000,00;0;0;0;0;275.000,00
2019;190002;#MeChamaDeBruna - 4a Temporada;03.360.320/0001-40;TV ZERO CINEMA LTDA;RJ;Produção Cinematográfica; -;0;0;0;0;0;4.999.999,61;0;4.999.999,61
2019;180031;10 HORAS PARA O NATAL (EX Tudo Bem no Natal que Vem );12.580.503/0001-62;PARIS PRODUÇÕES CINEMATOGRÁFICAS LTDA;SP;Salas de Exibição; -;0;0;160.000,00;0;0;0;0;160.000,00
2019;170599;12 Moedas;02.525.725/0001-29;O2 CINEMA LTDA;SP;TV Paga; -;0;0;0;0;0;905.178,05;0;905.178,05
2019;180164;3 ANTÔNIOS & 1 JOBIM - UMA LIÇÃO DE AMOR AO BRASIL;40.241.291/0001-24;ELIPSE TELEVISÃO E CINEMA LTDA;RJ;Salas de Exibição; -;0;0;179.845,00;0;0;0;0;179.845,00
2019;170677;4X4;13.383.501/0001-46;TX CONTEUDO E ENTRETENIMENTO EIRELI;SP;Salas de Exibição; -;0;0;0;300.000,00;0;57.803,18;0;357.803,18
2019;190078;A Alma da Rabeca;13.107.050/0001-14;ASTEROIDE PRODUÇÕES CINEMATOGRÁFICAS LTDA;PR;Produção Cinematográfica; -;0;0;174.000,00;0;0;0;0;174.000,00
2019;170523;A Arquitetura de Duda;12.514.813/0001-89;BEMBE FILMES SERVICOS DE PRODUCAO AUDIOVISUAL LTDA ­ ME;PB;Salas de Exibição; -;5.600,00;0;0;0;0;0;0;5.600,00
2019;180440;A EVOLUÇÃO DO COMBATE (EX A CIÊNCIA DO COMBATE);02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;SP;Produção Cinematográfica; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2019;170108;A fórmula do Amor;11.545.487/0001-04;QUEROSENE PRODUÇÕES ARTISTICAS E CINEMATOGRÁFICAS LTDA;SP;Salas de Exibição; -;0;581.878,00;0;0;0;0;0;581.878,00
2019;170077;A GAROTA DA MOTO;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;SP;Salas de Exibição; -;0;0;0;1.500.000,00;800.000,00;0;0;2.300.000,00
2019;180351;A História de um Tempo Presente (título provisório);28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;RJ;Salas de Exibição; -;0;0;0;0;350.000,00;0;0;350.000,00
2019;170202;A Incrível Jornada - A História das Baleias Capixabas;18.589.962/0001-93;FINORDIA PRODUÇÕES CULTURAIS LTDA - ME;ES;TV Paga; -;0;0;32.474,36;0;0;0;0;32.474,36
2019;140400;A Torre;04.768.987/0001-40;LATINAMERICA ENTRETENIMENTO EIRELI;SP;Produção Cinematográfica; -;0;0;0;1.250.000,00;1.250.000,00;0;0;2.500.000,00
2019;180467;A VERDADE DA MENTIRA (EX SALA DA DEMOCRACIA);07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;SP;Produção Cinematográfica; -;0;0;318.158,15;0;0;0;0;318.158,15
2019;170803;A Vida Invisível;05.387.293/0001-25;CAMISA TREZE CULTURAL LTDA;SP;Salas de Exibição; -;0;0;0;1.150.000,00;0;0;0;1.150.000,00
2019;170669;A água que falta;09.461.800/0001-84;CONTEÚDOS DIVERSOS PRODUÇÕES LTDA.;SP;Vídeo Doméstico; -;0;0;38.885,77;0;0;0;0;38.885,77
2019;170013;ABESTALHADOS 2;03.675.713/0001-43;CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME;SP;Salas de Exibição; -;0;0;0;1.678.102,17;721.897,82;0;0;2.399.999,99
2019;180673;AEROPORTO - ÁREA RESTRITA (3ª Temporada);07.627.467/0001-05;WRITE PRODUÇÕES ARTÍSTICAS LTDA;SP;Produção Cinematográfica; -;0;0;0;0;0;1.264.649,80;0;1.264.649,80
2019;180165;AGENDA 2100 O CHAMADO DO AMANHÃ (EX RESIDUO ALL - ECCONSCIÊNCIA: O CHAMADO DO AMANHÃ);17.258.788/0001-33;ARARUNA FILMES EIRELI;SP;Salas de Exibição; -;0;0;171.926,15;0;0;0;0;171.926,15
2019;170494;ALTO LEBLON - SEASON 2;06.023.805/0001-37;PLANO GERAL FILMES E VIDEOS LTDA;RJ;TV Paga; -;0;0;0;0;242.244,52;0;0;242.244,52
2019;170516;ALÉM DO APOSENTO ( EX LONGEVOS );07.867.455/0001-58;B SIDE PRODUÇÃO DE VÍDEO LTDA - ME;SP;Salas de Exibição; -;0;0;500.000,00;0;0;0;0;500.000,00
2019;150059;AMIGAS DE SORTE (EX BOA SORTE, VELHO);09.281.789/0001-70;POPCON PRODUÇÕES LTDA;SP;Produção Cinematográfica; -;0;0;30.000,00;0;0;0;0;30.000,00
2019;160713;Amor, Livre Amor;02.395.043/0001-49;KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP;SP;Salas de Exibição; -;0;480.908,00;67.062,86;0;0;0;0;547.970,86
2019;160002;ANIMAZOO - SÉRIE TELEVISIVA - ANIMAÇÃO;18.053.877/0001-06;ANIMAZOO ENTRETENIMENTO INFANTIL LTDA - EPP;SP;TV Aberta; -;0;0;400.000,00;0;0;0;0;400.000,00
2019;160729;ANJOS E ARCANJOS;18.822.538/0001-47;VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP;RJ;Salas de Exibição; -;0;6.177,00;2.097,24;0;0;0;0;8.274,24
2019;150413;ANTROPOCENO - A ERA DO HOMEM (EX ANTHROPOCENO);14.215.563/0001-01;STORM COMUNICAÇÃO E TECNOLOGIA LTDA;SP;Produção Cinematográfica; -;0;0;319.000,00;0;0;0;0;319.000,00
2019;160680;Artéria China;14.009.499/0001-02;PERIGO FILMES EIRELI;SP;Salas de Exibição; -;0;0;0;0;300.000,00;0;0;300.000,00
2019;150092;As Aparências Enganam;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;SP;Produção Cinematográfica; -;0;0;1.750.000,00;0;0;0;0;1.750.000,00
2019;180866;AS GRANDES RIVALIDADES DO MMA;09.322.209/0001-46;CIRANDA FILMES E VIDEOS EIRELI - ME;RJ;Produção Cinematográfica; -;0;0;0;0;1.521.408,21;0;0;1.521.408,21
2019;170511;AS POLACAS - DESENVOLVIMENTO;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Salas de Exibição; -;0;0;0;0;40.000,00;0;0;40.000,00
2019;170518;As Verdades;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;SP;Salas de Exibição; -;0;500.000,00;0;0;0;0;0;500.000,00
2019;130161;Assalto na Paulista;02.395.043/0001-49;KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP;SP;Produção Cinematográfica; -;0;1.293.752,00;228.087,77;0;0;0;0;1.521.839,77
2019;180813;Atenuantes;09.180.984/0001-04;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ;Produção Cinematográfica; -;0;0;244.426,88;0;0;0;0;244.426,88
2019;180953;Atenuantes - 2ª Temporada;09.180.984/0001-04;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;RJ;Produção Cinematográfica; -;0;0;244.426,87;0;0;0;0;244.426,87
2019;180388;ATRAVESSA A VIDA (EX PRO DIA NASCER FELIZ 2);28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica; -;0;0;0;0;290.000,00;0;0;290.000,00
2019;180925;Auto Posto - Primeira temporada;18.883.243/0001-80;SALVATORE FILMES LTDA;SP;Produção Cinematográfica; -;0;0;0;0;0;1.606.714,92;0;1.606.714,92
2019;160025;AVASSALADORAS 2;21.866.996/0001-92;TF INTERNATIONAL PRODUTORA DE FILMES EIRELI;RJ;Salas de Exibição; -;0;0;227.000,00;1.470.000,00;0;0;0;1.697.000,00
2019;190229;Ayrton Meninices no Coração do Brasil (Tocantins);14.022.519/0001-85;PALHA & ENTRETENIMENTOS - CASA DE CRIAÇÃO PRODUÇÕES LTDA - ME;SP;Produção Cinematográfica; -;0;0;415.000,00;0;0;0;0;415.000,00
2019;160177;BABENCO - ALGUÉM TEM QUE OUVIR O CORAÇÃO E DIZER: PAROU (EX -Corredor Polonês);46.848.701/0001-86;HECTOR BABENCO FILMES EIRELI;SP;Salas de Exibição; -;0;0;150.000,00;0;335.000,00;0;0;485.000,00
2019;180401;Baby e Rose - 1ª Temporada;10.476.872/0001-84;REALEJO FILMES E PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICA LTDA;SP;Produção Cinematográfica; -;0;0;0;0;498.159,10;0;0;498.159,10
2019;190235;Baby e Rose - 2a Temporada;10.476.872/0001-84;REALEJO FILMES E PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICA LTDA;SP;Produção Cinematográfica; -;0;0;0;0;2.825.807,35;0;0;2.825.807,35
2019;180711;Bando de Dois;09.416.289/0001-07;LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA;SP;Produção Cinematográfica; -;0;929.851,00;0;0;0;0;0;929.851,00
2019;140460;BARRETÃO (Ex - Barretão, O Filme);02.787.555/0001-50;MOVIMENTO FILMES LTDA.;RJ;Produção Cinematográfica; -;0;0;0;0;50.000,00;0;0;50.000,00
2019;170697;BATALHA MAKERS BRASIL (EX MAKERS);03.435.290/0001-94;FILMES MAIS LTDA;SP;TV Paga; -;0;0;0;0;0;706.196,81;0;706.196,81
