Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2024;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira ;UF2;Distribuidora;Máximo de Salas;Público acumulado;Renda (R$) acumulada;
2013;B1201661300000;A Memória Que Me Contam;Lucia Murat;Ficção;Taiga Filmes E Vídeo;RJ;Elixir Entretenimento/Loc All Cinema E Televisão;SP/PR;Imovision;7;6.204;68.729,35;
2013;B1302047400000;A Nave - Uma Viagem Com A Jazz Sinfônica De São Paulo;Luiz Otavio De Santi;Documentário;Drama Filmes;SP;-;-;Drama Filmes;1;365;1.104,00;
2013;B1301971700000;A Sorte Em Suas Mãos;Daniel Burman;Ficção;Gullane;SP;-;-;Imovision;18;25.088;316.108,79;
2013;B1201614400000;A Última Estação;Márcio Curi;Ficção;Asacine Produções;DF;Márcio Curi;-;Polifilmes;13;1.977;22.172,45;
2013;B1301761800000;Amazônia Desconhecida;Daniel Augusto/Eduardo Rajabally;Documentário;Gullane;SP;Grifa Filmes;SP;Elo Company;1;67;425,00;
2013;B1201604900000;América – Uma História Portuguesa;João Nuno Pinto;Ficção;Dezenove Som E Imagens;SP;-;-;Panda Filmes;1;307;3.422,00;
2013;B1301759600000;Angie;Marcio Garcia;Ficção;Mgp Filmes;MG;-;-;H2O Films/Riofilme;46;9.115;99.349,14;
2013;B1301738800000;Anita E Garibaldi;Alberto Rondalli/Rubens Gennaro;Ficção;Laz Audiovisual;PR;-;-;Ab Filmes/Polifilmes;10;1.027;11.809,54;
2013;B1301712400000;Artigas - La Redota;Cesar Charlone;Ficção;Aim Produções Cinematograficas;SP;-;-;Panda Filmes;3;2.318;22.519,74;
2013;B1101473600000;As Hiper Mulheres;Carlos Fausto/Leonardo Sette/Takumã Kuikuro;Documentário;Vídeo Nas Aldeias;PE;-;-;Vitrine Filmes;5;1.021;9.069,72;
2013;B1301860500000;As Horas Vulgares;Rodrigo De Oliveira/Vitor Graize;Ficção;Patuléia Filmes;ES;-;-;Petrini;ND;ND;ND;
2013;B1302035000000;Até Que A Sorte Nos Separe 2;Roberto Santucci;Ficção;Gullane;SP;Paris Entretenimento/Globo Filmes/Telecine/Lereby;SP/RJ/RJ/RJ;Downtown/Paris;778;3.978.191;45.274.441,66;
2013;B1301899900000;Boa Sorte, Meu Amor;Daniel Aragão;Ficção;Orquestra Cinema Estúdios;PE;Cicatrix Filmes/Set Produções Audiovisuais/Rec Produtores Associados/Daniel Aragão/Gregorio Graziosi/José Pedro Correia Sotero/Santana Josicarlos/Gustavo Sobreira Rocha/Juliano Dornelles/Manoela Torres/Phelipe Joannes Simões Costa;PE/PE/-/-/-/-/-/-/-/-;Cicatrix Filmes;11;4.032;31.674,35;
2013;B1301739100000;Bonitinha, Mas Ordinária;Moacyr Góes;Ficção;Diler & Associados;RJ;California Filmes/Canal Brasil/Labocine;CE/RJ/RJ;Califórnia;44;13.997;139.529,27;
2013;B1301815500000;Caleuche, O Chamado Do Mar;Jorge Olguín;Ficção;Dezenove Som E Imagens;SP;-;-;Disney;2;497;6.528,00;
2013;B1301812000000;Carreras;Salete Paulina Machado Sirino;Ficção;Salete Paulina Machado Sirino;PR;Tigre Produções Cinematográficas;PR;Tigre Produções Cinematográficas;4;16.908;76.447,52;
2013;B1301910300000;Casa Da Mãe Joana 2;Hugo Carvana;Ficção;Mac Comunicacão;RJ;Globo Filmes/Telecine;RJ/RJ;Imagem;187;152.596;1.599.981,15;
2013;B1201671000000;Chamada A Cobrar;Anna Muylaert;Ficção;Secretaria De Estado Da Cultura De São Paulo;SP;África Filmes/Gullane;SP/SP;Gullane Entretenimento;1;527;6.479,84;
2013;B1301984500000;Cidade Cinza;Guilherme Valiengo/Marcelo Mesquita;Documentário;Guilherme Valiengo/Marcelo Mesquita/Peppe Siffredi/Raphael Bottino; -;Dcine Cinematografia Digital/Sala 12;SP/SP;Espaço Filmes;12;11.347;132.139,06;
2013;B1201647900000;Cine Holliúdy;Halder Gomes;Ficção;Atc Entretenimentos;CE;-;-;Downtown/Paris;74;487.479;5.056.814,30;
2013;B1201660900000;Colegas;Marcelo Galvão;Ficção;Gatacine;SP;-;-;Europa;141;163.624;1.721.553,23;
2013;B1201622100000;Coração Do Brasil;Daniel Solá Santiago;Documentário;Daniel Solá Santiago Produções;SP;-;-;Pandora Filmes;6;631;5.815,14;
2013;B1101527400000;Corda Bamba, História De Uma Menina Equilibrista;Eduardo Goldenstein;Ficção;Aion Filmes;RJ;-;-;Copacabana Filmes;8;1.591;14.828,67;
2013;B1301794500000;Cores;Francisco Garcia;Ficção;Kinoosfera Filmes;SP;Dezenove Som E Imagens;SP;Pandora Filmes;5;2.376;21.972,60;
2013;B1201590900000;Corpo Presente;Marcelo Freitas Toledo De Melo/Paolo Gregori;Ficção;Cinegrama Filmes;SP;-;-;Raiz Distribuidora;1;587;7.139,06;
2013;B1201660700000;Cru;Jimi Figueiredo;Ficção;Cinema Cinema Produções;DF;-;-;Cinema Cinema Produções;1;496;4.752,93;
2013;B1302000200000;Crô - O Filme;Bruno Barreto;Ficção;Globo Filmes;RJ;Filmes Do Equador/Downtown Filmes/Telecine;RJ/RJ/RJ;Downtown/Paris;467;1.716.774;18.673.695,63;
2013;B1301990000000;Cuica De Santo Amaro;Joel De Almeida/Josias Pires;Documentário;Docdoma Filmes;BA;-;-;Docdoma Filmes;3;750;5.938,50;
2013;B1301927900000;Doce Amianto;Guto Parente/Uirá Dos Reis;Ficção;Alumbramento;CE;-;-;Vitrine Filmes;5;848;6.253,57;
2013;B1201686600000;Doméstica;Gabriel Mascaro;Documentário;Desvia;PE;-;-;Vitrine Filmes;5;3.269;24.453,50;
2013;B1201682700000;Dores De Amores;Raphael Vieira;Ficção;Coqueirão Pictures;RJ;17 Tv E Cinema;SP;Kino Filmes;2;444;2.162,72;
2013;B1301760500000;Dossiê Jango;Paulo Henrique Fontenelle;Documentário;Canal Brasil;RJ;-;-;Canal Brasil;10;8.097;96.523,98;
2013;B1301968400000;Educação Sentimental;Julio Bressane;Ficção;República Pureza Filmes;RJ;Canal Brasil;RJ;Arthouse;3;991;12.614,94;
2013;B1201704900000;Elena;Petra Costa;Documentário;Busca Vida Filmes;SP;-;-;Espaço Filmes;19;58.614;701.715,83;
2013;B1201574300000;Ensaio;Tânia Lamarca;Ficção;Acquafredda Cinema;SC;-;-;Imagem;8;1.293;15.692,17;
2013;B1301924200000;Esse Amor Que Nos Consome;Allan Ribeiro;Ficção;3 Moinhos Produções/Allan Ribeiro;RJ/RJ;-;-;Vitrine Filmes;8;1.933;15.014,38;
2013;B1302008300000;Eu Não Faço A Menor Ideia Do Que Eu Tô Fazendo Com A Minha Vida;Matheus Souza;Ficção;Zeugma Produções;RJ;-;-;Vitrine Filmes;17;11.595;129.769,46;
2013;B1301803100000;Faroeste Caboclo;René Sampaio;Ficção;Fogo Cerrado Filmes/Gávea Filmes E Produções;RJ/RJ;Globo Filmes/Lereby/Europa Filmes/Telecine;RJ/RJ/SP/RJ;Europa/Riofilme;464;1.469.772;15.560.125,66;
2013;B1301783300000;Filme Jardim Atlântico;Jura Capela;Ficção;Jura Filmes;PE;-;-;Jura Filmes;3;1.222;5.575,85;
2013;B1301983400000;Fla X Flu - 40 Minutos Antes Do Nada;Renato Terra;Documentário;Sentimental Filme;SP;Sentimental Etal;SP;Elo Company;6;2.591;35.003,62;
2013;B1201696900000;Flores Raras;Bruno Barreto;Ficção;Filmes Do Equador;RJ;Globo Filmes/Telecine;RJ/RJ;Imagem;101;275.497;3.402.184,50;
2013;B1201603300000;Fora Do Figurino;Paulo Pélico;Documentário;Casa Jabuticaba;SP;-;-;Raiz Distribuidora;5;686;8.476,09;
2013;B1402090800000;Fragmentos De Paixão;Iara Cardoso;Documentário;Grupo Storm;SP;-;-;Grupo Storm;5;325;3.178,00;
2013;B1301755800000;Francisco Brennand;Mariana Brennand Fortes;Documentário;Mariola Filmes;PE;-;-;Videofilmes;13;5.296;53.744,09;
2013;B1301795000000;Giovanni Improtta;José Wilker;Ficção;Luz Mágica Produções/M I Produções;RJ/RJ;Globo Filmes/Guel Produtora;RJ/RJ;Sony/Riofilme;202;188.436;1.964.092,95;
2013;B1301945700000;Habi, A Estrangeira;Maria Florencia Alvarez;Ficção;Videofilmes;RJ;-;-;Videofilmes;7;5.681;73.132,60;
2013;B1301904700000;Hijab, Mulheres De Véu;Paulo Halm;Documentário;Canhota Filmes;RJ;-;-;Formosa Filmes;8;769;10.007,06;
2013;B1201582200000;Hoje;Tata Amaral;Ficção;Tangerina Entretenimento;SP;-;-;H2O Films;12;7.525;88.488,00;
2013;B1201703500000;Jorge Mautner - O Filho Do Holocausto;Heitor D'Alincourt/Pedro Bial;Documentário;Bali Do Ocidente Produções;RJ;Canal Brasil;RJ;H2O Films;31;9.690;102.831,13;
2013;B1301731400000;Juan E A Bailarina;Raphael Aguinaga;Ficção;Parceria Produções E Projetos;RJ;-;-;Vilacine;9;4.256;50.125,34;
2013;B1201583500000;Kátia;Karla Holanda;Documentário;Em Foco Multimídia;CE;-;-;Em Foco Multimídia;2;747;6.899,22;
2013;B1201652800000;Laura;Fellipe Gamarano Barbosa;Documentário;Gamarosa/Vermelho Filmes;RJ/SP;Ebc Tv Brasil/Tv Cultura;DF/SP;Vitrine Filmes;27;990;11.385,02;
2013;B1201671900000;Lira Paulistana E A Vanguarda Paulista;Riba De Castro;Documentário;Busca Vida Filmes;SP;-;-;Busca Vida Filmes;2;1.577;20.377,44;
2013;B1302026800000;Mais Uma Canção;Alexandre Derlam/Rene Goya Filho;Documentário;Estação Filmes;RS;Ac2 Cultura & Entretenimento;RS;Estação Elétrica Produções;2;183;1.414,00;
2013;B1201659100000;Margaret Mee E A Flor Da Lua;Malu De Martino;Documentário;Eh! Filmes;RJ;-;-;E.H. Produções;11;4.751;55.147,98;
2013;B1301835500000;Mataram Meu Irmão;Cristiano Burlan;Documentário;Bela Filmes;SP;-;-;Bela Filmes;4;745;5.538,02;
2013;B1301940000000;Mato Sem Cachorro;Pedro Amorim;Ficção;Titânio Produções;MG;Telecine/Mixer Films/Mixer Rio;RJ/SP/RJ;Imagem;377;1.134.563;11.586.523,40;
2013;B0901022000000;Meu Amigo Claudia;Dácio Pinheiro;Documentário;Piloto;SP;-;-;Festival Filmes;1;248;3.591,06;
2013;B1301940300000;Meu Passado Me Condena;Júlia Rezende;Ficção;Atitude Produções;RJ;Globo Filmes/Paris Filmes/Riofilme/Júlia Rezende;RJ/SP/RJ/-;Downtown/Paris;421;3.140.771;34.826.391,63;
2013;B1301743100000;Meu Pé De Laranja-Lima;Marcos Bernstein;Ficção;Passaro Films;RJ;-;-;Imovision;101;70.459;670.313,05;
2013;B1301808100000;Minha Mãe É Uma Peça;André Pellenz;Ficção;Migdal Filmes;RJ;Cenoura Filmes/Telecine;RJ/RJ;Downtown/Paris;512;4.604.813;49.567.232,08;
2013;B1301864200000;Minhocas;Arthur Nunes/Paolo Conti;Animação;Animaking;SC;Globo Filmes/Glaz Entretenimento;RJ/RJ;Fox;127;163.029;1.614.912,00;
2013;B1301873000000;Morro Dos Prazeres;Maria Augusta Ramos;Documentário;Nofoco Filmes;RJ;-;-;Espaço Filmes;5;2.283;28.026,14;
2013;B1201672800000;Mulheres Africanas - A Rede Invisível;Carlos Nascimbeni;Documentário;Cinevideo;SP;-;-;Cinevideo Produções;5;521;6.178,50;
2013;B1201709400000;Mundo Invisível;Atom Egoyan/Beto Brant/Gian Vittorio Baldi/Guy Maddin/Jerzy Stuhr/Laís Bodanzky/Leon Cakoff/Manoel De Oliveira/Maria De Medeiros/Renata De Almeida/Theo Angelopoulos/Wim Wenders;Ficção;Instituto Querô/Mostra Filmes;SP/SP;Gullane;SP;Imovision;7;2.602;31.137,24;
2013;B1101483900000;Na Carne E Na Alma;Alberto Salvá Contel;Ficção;Link Digital;RJ;Raconto Filmes;RJ;Raconto Produções Artísticas;1;207;1.630,00;
2013;B1101491600000;Na Quadrada Das Águas Perdidas;Marcos Carvalho/Wagner Miranda;Ficção;Mont Serrat Filmes/Maracatu Nação Matingueiros;PE/PE;-;-;Polifilmes;5;13.993;64.698,13;
2013;B1201659800000;No Lugar Errado;Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;Alumbramento/Rodrigo Fischer;CE/DF;Bananeira Filmes;RJ;Vitrine Filmes;4;221;1.867,16;
2013;B1201677000000;Noites De Reis;Vinícius Reis;Ficção;Deserto Filmes;RJ;-;-;E.H. Produções;5;316;3.613,60;
2013;B1301906100000;Nove Crônicas Para Um Coração Aos Berros;Gustavo Galvão;Ficção;8U Produtora/400 Filmes;SP/DF;-;-;Vitrine Filmes;3;1.611;12.323,13;
2013;B1101490600000;O Abismo Prateado;Karim Aïnouz;Ficção;Rt Features;SP;-;-;Vitrine Filmes;14;11.713;121.369,63;
2013;B1301760600000;O Brasil Deu Certo. E Agora?;Louise Sottomaior;Documentário;Cultura Maior;SP;-;-;Cultura Maior;7;1.676;21.519,41;
2013;B1201693000000;O Carteiro;Reginaldo Faria;Ficção;Reginaldo Farias Produções/Teleimage/Tgd Filmes;RJ/SP/RS;-;-;Tgd Filmes;24;4.326;40.853,73;
2013;B1301837200000;O Concurso;Pedro Vasconcelos;Ficção;Globo Filmes;RJ;Filmland Internacional/Paris Entretenimento;SP/SP;Downtown/Paris;355;1.320.102;14.125.213,83;
2013;B1201626900000;O Dia Que Durou 21 Anos;Camilo Tavares;Documentário;Pequi Filmes;SP;-;-;Pequi Filmes;14;25.085;262.474,40;
2013;B1301887000000;O Exercício Do Caos;Frederico Machado;Ficção;Lume Filmes;MA;-;-;Lume Produções Cinematográficas;9;4.880;37.326,80;
2013;B1301898100000;O Inventor De Sonhos;Ricardo Nauenberg;Ficção;Indústria Imaginária;RJ;-;-;Europa;34;3.708;41.410,44;
2013;B1101445400000;O País Do Desejo;Paulo Caldas;Ficção;Bananeira Filmes/Cena Dois Produções;RJ/RJ;99 Produções;PE;Califórnia;9;1.699;18.039,76;
2013;B1301806500000;O Primeiro Dia De Um Ano Qualquer;Domingos De Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Canal Brasil/Forte Filmes;RJ/RJ;Forte Filmes;3;1.158;14.763,08;
2013;B1201636000000;O Que Se Move;Caetano Gotardo;Ficção;Dezenove Som E Imagens;SP;-;-;Lume Produções Cinematográficas;8;1.975;22.513,88;
2013;B1301816900000;O Renascimento Do Parto - O Filme;Eduardo Chauvet;Documentário;Érica De Paula/808 Filmes Fora Da Lata; -/DF;-;-;Espaço Filmes;19;30.127;328.817,61;
2013;B1201698500000;O Som Ao Redor;Kleber Mendonça Filho;Ficção;Cinemascópio;PE;-;-;Vitrine Filmes;24;96.299;988.231,95;
2013;B1301930900000;O Tempo E O Vento;Jayme Monjardim;Ficção;Nexus Cinema;SP;Globo Filmes/Infinito Produções;RJ/RJ;Downtown/Paris;222;711.526;7.722.013,78;
2013;B1301781700000;Odeio O Dia Dos Namorados;Roberto Santucci;Ficção;Glaz Entretenimento;RJ;-;-;Disney;325;457.523;4.492.895,00;
2013;B1101505000000;Olhe Pra Mim De Novo;Claudia Priscilla/Kiko Goifman;Documentário;Paleo Tv;SP;-;-;Paleotv;2;1.431;6.025,70;
2013;B1301824300000;Paixão E Acaso;Domingos De Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Canal Brasil/Forte Filmes;RJ/RJ;Forte Filmes;3;844;10.624,73;
2013;B1301740400000;Paulo Moura - Alma Brasileira;Eduardo Escorel;Documentário;Cinefilmes;RJ;-;-;Espaço Filmes/Videofilmes;12;2.603;31.127,04;
2013;B1301772600000;Por Que Você Partiu?;Eric Belhassen;Documentário;Boca A Boca Filmes;SP;Teleimage;SP;Imovision;4;2.887;36.875,48;
2013;B1301936500000;Por Trás Do Véu;Emiliano Ribeiro;Documentário;Ipê Artes;RJ;-;-;Downtown;1;15;232,00;
2013;B1301803700000;Pra Lá Do Mundo;Roberto Studart;Documentário;Primitivo/Truque;SP/BA;-;-;Pandora Filmes;4;1.827;11.688,05;
2013;B1201652700000;Pulmão Da Arquibancada;Marcel Costa/Pedro Von Krüger;Documentário;Com Domínio Filmes/Filmes Do Bem;RJ/RJ;-;-;Arthouse;2;150;2.021,42;
2013;B1301743300000;Qual É O Teu Negócio?;Sérgio Gagliardi;Documentário;Dgt Filmes;SP;-;-;Brazukah Produções Culturais;2;153;1.300,19;
2013;B1301916600000;Quase Um Tango;Sérgio Silva;Ficção;Producers - Ngm Produções;RS;Gisele Cardoso Hiltl/Sérgio Silva;-;Ngm Produções;ND;ND;ND;
2013;B1301823200000;Rapsódia Armênia;Cassiana Dher Haroutiounian/Cesar Gananian/Gary Gananian;Documentário;Cassiana Dher Haroutiounian/Cesar Gananian/Gary Gananian;SP/SP/SP;-;-;Cesar Augusto Gananian;1;867;13.260,91;
2013;B1301784200000;Raça;Joel Zito Araújo;Documentário;Casa De Criação Cinema;RJ;-;-;Espaço Filmes;8;2.112;24.601,55;
2013;B1301925900000;Repare Bem;Maria De Medeiros;Documentário;Instituto Via Br;SP;-;-;Instituto Via Br;5;1.570;18.524,90;
2013;B1101438100000;Reus;Alejandro Pi/Eduardo Piñero/Pablo Fernández;Ficção;Panda Filmes;RS;-;-;Panda Filmes;1;37;374,00;
2013;B1101519300000;Rânia;Roberta Marques;Ficção;Latitude Sul Filmes;CE;-;-;Tucumán;4;971;9.544,24;
2013;B1101493300000;Réquiem Para Laura Martin;Luiz Rangel/Paulo Wenceslau Duarte;Ficção;Amazonas Filmes;SP;-;-;Fm Produções;2;120;1.276,99;
2013;B1302007900000;Santo Marcos, Goleiro De Placa;Thiago Di Fiori;Documentário;Contém Conteúdo;SP;-;-;Maff Representação E Participação;11;2.557;32.997,93;
2013;B1301898000000;Satyrianas, 78Horas Em 78 Min;Daniel Gaggini/Fausto Noro/Otavio Pacheco;Documentário;Muk Produções/Na Laje Filmes;SP/SP;Teleimage;SP;Vitrine Filmes;1;87;1.116,44;
2013;B1301917000000;Se Puder...Dirija!;Paulo Fontenelle;Ficção;Total Entertainment;RJ;-;-;Disney;471;360.808;4.454.754,00;
2013;B1201698400000;Segredos Da Tribo;José Padilha;Documentário;Zazen Produções;RJ;-;-;Zazen;2;775;6.272,00;
2013;B1301969600000;Serra Pelada;Heitor Dhalia;Ficção;Casablanca Content/Paranoid Filmes;SP/SP;Globo Filmes;RJ;Warner;332;405.688;4.219.527,00;
2013;B1301836900000;Serra Pelada – A Lenda Da Montanha De Ouro;Victor Lopes;Documentário;Tv Zero Produções;RJ;Nova Triniti Comunicação/Tv Zero Cinema;RJ/RJ;Tv Zero Cinema;3;797;6.332,82;
2013;B1301776900000;Simone;Juan Zapata;Ficção;Zapata Filmes;RS;-;-;Tucumán;5;815;5.909,28;
2013;B1201682600000;Sobral - O Homem Que Não Tinha Preço;Paula Fiuza;Documentário;Canal Laranja Produções;RJ;Casé Filmes;RJ;Serendip;14;4.550;51.515,22;
2013;B1301888400000;Solidões;Oswaldo Montenegro;Ficção;Oswaldo Montenegro Produções Artísticas;RJ;Canal Brasil;RJ;Oswaldo Montenegro Produções Artísticas;6;1.971;29.109,04;
2013;B1301773400000;Somos Tão Jovens;Antonio Carlos Da Fontoura;Ficção;Canto Claro Produções Artísticas;RJ;-;-;Imagem/Fox;565;1.715.763;18.253.649,24;
2013;B1301808000000;Sorria, Você Esta Na Barra;Izabel Jaguaribe;Documentário;Tambellini Filmes;RJ;Jaguar Produções Artísticas;RJ;Videofilmes;2;62;798,11;
2013;B1101521000000;Super Nada;Rubens Rewald;Ficção;Confeitaria De Cinema;SP;-;-;Lume Produções Cinematográficas;7;2.842;29.434,12;
2013;B1301963900000;São Silvestre;Lina Chamie;Documentário;Bossa Nova Films;SP;Girafa Filmes;SP;Pandora Filmes;3;1.622;17.973,12;
2013;B1201639800000;Tabu;Miguel Gomes;Ficção;Gullane;SP;-;-;Espaço Filmes;3;22.745;246.246,07;
2013;B1301712200000;Tainá - A Origem;Rosane Svartman;Ficção;Sincrocine;RJ;Estudios Quanta;SP;Downtown/Sony/Riofilme;195;353.690;3.099.476,47;
2013;B1301947600000;Tatuagem;Hilton Lacerda;Ficção;Rec Produtores Associados;PE;-;-;Imovision;22;46.739;450.386,43;
2013;B1301981200000;Tokiori - Dobras Do Tempo;Paulo Pastorelo;Documentário;Primo Filmes;SP;Paulo Pastorelo;-;Lume Produções Cinematográficas;2;540;5.263,18;
2013;B1101372000000;Trampolim Do Forte;João Rodrigo Mattos;Ficção;Docdoma Filmes;BA;-;-;Pipa Produções;5;2.616;21.156,80;
2013;B1201580500000;Uma História De Amor E Fúria;Luiz Bolognesi;Animação;Buriti Filmes;SP;Gullane/Lightstar Studios;SP/SP;Europa;65;30.456;296.444,48;
2013;B1301733000000;Vai Que Dá Certo;Maurício Farias;Ficção;Fraiha Produções;RJ;-;-;Imagem;469;2.729.340;28.990.665,92;
2013;B1301979600000;Vazio Coração;Alberto Araújo;Ficção;Kanal Cine E Vídeo;GO;Teleimage/Moviecenter;SP/SP;Califórnia;28;2.479;27.563,59;
2013;B1301769500000;Vendo Ou Alugo;Betse De Paula;Ficção;Aurora Cinematográfica;RJ;Atitude Produções/Globo Filmes;RJ/RJ;Europa/Riofilme;179;152.303;1.648.359,87;
2013;B1201667800000;Xico Stockinger;Frederico Mendina;Documentário;Pironauta;RS;-;-;Lança Filmes;2;356;2.479,33;
2014;B1402089200000;12 De Junho De 1993 - O Dia Da Paixão Palmeirense;Jaime Queiroz/Mauro Betting;Documentário;Canal Azul;SP;Espn Brasil;SP;Elo Company;8;1.236;17.102,01;
2014;B1402098200000;A Balada Do Provisório;Felipe David Rodrigues;Ficção;Maria Gorda Filmes;RJ;Canal Brasil;RJ;Maria Gorda Filmes;1;20;150,00;
2014;B1301869200000;A Casa Elétrica;Gustavo Fogaça Guffo;Ficção;Panda Filmes;RS;-;-;Panda Filmes;2;351;2.752,35;
2014;B1302020900000;A Farra Do Circo;Pedro Bronz/Roberto Berliner;Documentário;Nego Produção De Filmes/Tv Zero Cinema;SP/RJ;Canal Brasil;RJ;Arthouse;6;942;14.199,54;
2014;B1402149200000;A Grande Vitória;Stefano Capuzzi Lapietra;Ficção;Alfa Filmes & Produções;SP;-;-;Downtown/Paris;90;26.550;310.608,29;
2014;B1402217800000;A História Do Homem Henry Sobel;André Bushatsky;Documentário;Twins;SP;-;-;Espaço Filmes;10;1.390;17.411,55;
2014;B1402723400000;A Noite Da Virada;Fábio Mendonça;Ficção;O2 Filmes;SP;Globo Filmes/Maiomidia Comunicação/Telecine/O2 Filmes;RJ/RJ/RJ/SP;Downtown/Paris;297;348.293;4.148.146,83;
2014;B1301910400000;A Oeste Do Fim Do Mundo;Paulo Nascimento;Ficção;Accorde Filmes;RS;Panda Filmes;RS;Espaço Filmes;16;4.780;58.339,37;
2014;B1402070900000;A Onda Da Vida – Uma História De Amor & Surf;José Augusto Muleta;Ficção;Idéias Ideais/José Augusto Muleta;RJ/-;-;-;Ideias Ideais/Nossa Distribuidora;16;4.849;59.878,11;
2014;B1302034700000;A Pelada;Damien Chemin;Ficção;W.G. Produções;SE;-;-;Downtown/Paris;4;7.517;76.281,27;
2014;B1301902100000;A Primeira Missa Ou Tristes Tropeços, Enganos E Urucum;Ana Carolina;Ficção;Crystal Cinematográfica;RJ;-;-;Pandora Filmes;4;767;6.889,91;
2014;B1402081900000;Alemão;José Eduardo Belmonte;Ficção;Camisa Treze Cultural;SP;-;-;Downtown/Paris;368;955.841;11.339.991,54;
2014;B1301944100000;Alguém Qualquer;Tristan Aronovich;Ficção;La Film - Latin American Film Institute;SP;-;-;Panda Filmes;1;568;7.833,79;
2014;B1402080700000;Amazônia;Thierry Ragobert;Ficção;Gullane;SP;-;-;Imovision;212;79.317;979.964,95;
2014;B1201629200000;Amazônia Eterna;Belisario Franca;Documentário;Giros/Tudo Produções;RJ/SP;-;-;Elo Company;2;241;2.946,55;
2014;B1301732600000;Aos Ventos Que Virão;Hermano Penna;Ficção;Luz Xxi;SP;-;-;Pandora Filmes;3;2.266;22.420,46;
2014;B1402480200000;Apneia;Mauricio Eça;Ficção;Juba Filmes;SP;-;-;Elo Company;9;5.293;50.672,71;
2014;B1402521900000;As Aventuras Do Avião Vermelho;Frederico Pinto/Jose Maia;Animação;Armazém De Imagens;RS;Okna Produções;RS;Imagem;91;21.696;222.862,05;
2014;B1301874500000;Até Que A Sbórnia Nos Separe;Ennio Torresan/Otto Guerra;Animação;Otto Desenhos Animados;RS;-;-;Lotado Filmes;25;14.406;179.282,18;
2014;B1301880900000;Avanti Popolo;Michael Wahrmann;Ficção;Dezenove Som E Imagens;SP;Sancho Filmes;SP;Vitrine Filmes;17;2.798;32.427,95;
2014;B1402117800000;Bernardes;Gustavo Gama Rodrigues/Paulo De Barros;Documentário;6D Filmes;RJ;Rinoceronte Produções/Rinoceronte Entretenimento/Globosat;RJ/RJ/RJ;Nossa Distribuidora;8;1.681;21.400,33;
2014;B1402300400000;Boa Sorte;Carolina Jabor;Ficção;Conspiração Filmes;RJ;Globo Filmes/Telecine/Guel Produtora;RJ/RJ/RJ;Imagem;179;145.890;1.888.580,47;
2014;B1402203900000;Brincante;Walter Carvalho;Documentário;Gullane;SP;Brincante Produções Artísticas;SP;Espaço Filmes;18;7.222;94.837,54;
2014;B1402141800000;Castanha;Davi Pretto;Ficção;Tokyo Filmes;RS;Canal Brasil;RJ;Vitrine Filmes;17;3.180;28.712,82;
2014;B1402148600000;Causa E Efeito;André Marouço;Ficção;Mar Revolto Produções;SP;Estação Luz Filmes/Estação Luz Filmes;CE/CE;Downtown/Paris;126;83.413;983.325,25;
